,Unnamed: 0,end,id,start,text,catma_displaycolor,catma_markupauthor,catma_markuptimestamp,tag_type,tag_type_id,Belegung,Art,Bestimmung_Umfeld,text_name,Primary_class,Secondary_class,Anzahl__Beschuldigte_,Geschlecht_Beschuldigter,ID__Beschuldigte_,Rolle__Beschuldigte_,Alter__Betroffene_,Anzahl__Betroffene_,Geschlecht__Betroffene_,ID__Betroffene_,Geschlecht__Beschuldigter_
268,268,25434,CATMA_D3C0AA4C-169B-4EB4-87DF-33F4DB89A0F7_1,25233,"Umstands, dass eine Betroffene sich bei ihrer Mutter über den Priester be- schwerte, davon auszugehen, dass es sich jedenfalls bei einer der Betroffe- nen um eine Minderjährigen gehandelt haben dürfte.",-11911038.0,Mhuerten,2025-06-16T10:42:52.257+0200,Alter unklar,CATMA_FC6EDD7D-E034-4C5F-90CC-CFF5F2499E01,,,,Bozen-Brixen,Alter (Betroffene),,,,,,,,,,
269,269,25039,CATMA_DD8EE763-0E5C-4BD0-B202-71F4A6227D3E,25020,betroffenen Frauen ,-13288961.0,Mhuerten,2025-06-16T10:43:49.340+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Bozen-Brixen,Geschlecht (Betroffene),,,,,,,,,,
270,270,25038,CATMA_4FBF50E6-90D1-4797-B04E-582CB7F60E6B,25020,betroffenen Frauen,-11911038.0,Mhuerten,2025-06-16T10:43:35.824+0200,Alter unklar,CATMA_FC6EDD7D-E034-4C5F-90CC-CFF5F2499E01,implizit,,,Bozen-Brixen,Alter (Betroffene),,,,,,,,,,
271,271,25233,no_annotation_58,25144,"  

#######################

Seite 357

Westpfahl   Spilker   Wastl  München  - 346 -    ",,,,,,,,,Bozen-Brixen,,,,,,,,,,,
272,272,25264,CATMA_0C84A650-68D3-4AAD-9C67-00C73FF09531,25253,Betroffene ,-13288961.0,Mhuerten,2025-06-16T10:44:00.400+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Bozen-Brixen,Geschlecht (Betroffene),,,,,,,,,,
273,273,25387,CATMA_DE991506-F1FD-4B0B-AD72-2AFCB108F5F0,25374,Betroffe- nen,-13288961.0,Mhuerten,2025-06-16T10:44:37.873+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Bozen-Brixen,Geschlecht (Betroffene),,,,,,,,,,
274,274,25410,CATMA_2912EAE7-1441-488A-BF38-20C68CBA4E7C,25391,eine Minderjährigen,-13288961.0,Mhuerten,2025-06-16T10:45:02.135+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Bozen-Brixen,Geschlecht (Betroffene),,,,,,,,,,
275,275,25437,no_annotation_59,25434,  U,,,,,,,,,Bozen-Brixen,,,,,,,,,,,
276,276,25688,CATMA_067D24F2-E874-45BF-B0BA-34AE98ABC08C,25437,nmittelbar im Anschluss kommt es bei Generalvikar Michaeler zu weiteren  Beschwerden über den Priester. In einem nicht unterzeichneten Dokument  wird hierzu festgehalten:  „[…]  4) Sein Umgang mit Mädchen ist skandalös. Greift sie überall an.  […]“.  ,-3046417.0,Mhuerten,2025-06-16T10:46:26.546+0200,Meldung (Umfeld),CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,,,,Bozen-Brixen,Handeln des Umfelds,,,,,,,,,,
277,277,25539,CATMA_8D306D4C-1FE9-4455-AF92-52F090BE0928,25531,Priester,-7143428.0,Mhuerten,2025-06-16T10:45:12.349+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Bozen-Brixen,Beschuldigte,,,,,,,,,,
278,278,25688,CATMA_F17A730B-1940-424B-A8F2-8511C7ECE35E,25608, „[…]  4) Sein Umgang mit Mädchen ist skandalös. Greift sie überall an.  […]“.  ,-3237659.0,Mhuerten,2025-06-16T10:45:32.870+0200,Umfeld,CATMA_41E25707-120D-432A-8B27-0E0D8B0E02C4,direkt,,,Bozen-Brixen,Zitat,,,,,,,,,,
279,279,25655,CATMA_DA74CD5F-C65C-4F6D-8CCD-2788A53989E0,25618,Sein Umgang mit Mädchen ist skandalös,-8773168.0,Mhuerten,2025-06-16T10:50:34.293+0200,moralische Verurteilung,CATMA_841CE011-ADA3-4952-B2D4-B5EB4D515CB0,,,,Bozen-Brixen,Framing der Taten,,,,,,,,,,
280,280,25642,CATMA_2184B7A7-A79F-42D5-B7D9-513D0D858D8E,25634,Mädchen ,-13288961.0,Mhuerten,2025-06-16T10:49:49.156+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Bozen-Brixen,Geschlecht (Betroffene),,,,,,,,,,
281,281,25641,CATMA_4F8BE204-5AFC-4985-9540-CA0E9F53BDA5,25634,Mädchen,-11911038.0,Mhuerten,2025-06-16T10:49:39.407+0200,Alter unklar,CATMA_FC6EDD7D-E034-4C5F-90CC-CFF5F2499E01,implizit,,,Bozen-Brixen,Alter (Betroffene),,,,,,,,,,
282,282,25678,CATMA_4566ECC5-4D17-4DBD-9414-CADFE2350ADD,25656, Greift sie überall an,-7797647.0,Mhuerten,2025-06-16T10:50:16.270+0200,Berührungen,CATMA_B89C553C-65ED-4920-BEF9-FA4A79BF5EC9,,,,Bozen-Brixen,Tatbeschreibung,sexuell,,,,,,,,,
283,283,25668,CATMA_B51FF84A-8AC4-4E17-B4F1-721E18DA08DB,25664,sie ,-13288961.0,Mhuerten,2025-06-16T10:50:21.737+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Bozen-Brixen,Geschlecht (Betroffene),,,,,,,,,,
284,284,26024,CATMA_231E527A-C9C5-4981-83EB-CE31A778E3F2,25688,"Fünf Jahre später, Mitte der 1980er Jahre, kam es offenbar zu weiteren  Beschwerden über den Priester. In einem undatierten Schreiben ohne  erkennbaren Absender und Empfänger heißt es unter anderem:  „[…]  5) Über Eheprobleme oder Sexualfragen spricht er nicht, er wird  wissen warum …. Man spricht über sein Verhältnis zur Häuse- rin.“",-3046417.0,Mhuerten,2025-06-16T10:47:09.899+0200,Meldung (Umfeld),CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,,,,Bozen-Brixen,Handeln des Umfelds,,,,,,,,,,
285,285,25730,CATMA_209028B9-40DD-47C2-B979-ACD49F37D2FC,25707,"Mitte der 1980er Jahre,",-4884623.0,Mhuerten,2025-06-16T10:46:38.068+0200,Meldung,CATMA_607EF6E2-A9A4-4A08-8A52-1EEDF1AF140A,,,,Bozen-Brixen,Zeit,,,,,,,,,,
286,286,25789,CATMA_3A2980D7-766B-4CAB-BA85-C5A73EB4294A,25781,Priester,-7143428.0,Mhuerten,2025-06-16T10:47:18.947+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Bozen-Brixen,Beschuldigte,,,,,,,,,,
287,287,26024,CATMA_7C07F5BC-0308-43C5-97AC-922F2D67302C,25888,"„[…]  5) Über Eheprobleme oder Sexualfragen spricht er nicht, er wird  wissen warum …. Man spricht über sein Verhältnis zur Häuse- rin.“",-3237659.0,Mhuerten,2025-06-16T10:47:37.778+0200,Umfeld,CATMA_41E25707-120D-432A-8B27-0E0D8B0E02C4,"['direkt', 'indirekt']",,,Bozen-Brixen,Zitat,,,,,,,,,,
288,288,26022,CATMA_3C5DA7E3-C7D2-49DF-A9B1-AE3BFCB95F97,25992,sein Verhältnis zur Häuse- rin,-12949340.0,Mhuerten,2025-06-16T10:49:26.706+0200,Dienstverhältnis,CATMA_50A0D4BB-ADD4-4E01-9966-1E4F455B51A0,,,,Bozen-Brixen,Tatkonstellation,,,,,,,,,,
289,289,26022,CATMA_E7968784-83E9-4C2F-B64C-1FA0B65EC624,25992,sein Verhältnis zur Häuse- rin,-11892824.0,Mhuerten,2025-06-16T10:49:01.196+0200,Verhältnis nicht weiter spezifiziert,CATMA_D6813191-08A6-4B4A-AE8E-7E4B8D5A86AC,,,,Bozen-Brixen,Framing der Taten,Verhältnis,,,,,,,,,
290,290,26022,CATMA_C18137A6-F23B-401F-9248-0F4934D028C6,26011, Häuse- rin,-13288961.0,Mhuerten,2025-06-16T10:48:13.579+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Bozen-Brixen,Geschlecht (Betroffene),,,,,,,,,,
291,291,26022,CATMA_5A1A005E-A25D-427E-A85D-367AFE6AB1F4,26012,Häuse- rin,-11911038.0,Mhuerten,2025-06-16T10:57:11.904+0200,Alter unklar,CATMA_FC6EDD7D-E034-4C5F-90CC-CFF5F2499E01,,,,Bozen-Brixen,Alter (Betroffene),,,,,,,,,,
292,292,26060,no_annotation_60,26024,   Darauf handschriftlicher Vermerk:,,,,,,,,,Bozen-Brixen,,,,,,,,,,,
293,293,26144,CATMA_7DA3BC16-7CBC-4D33-A3D0-E9340193ED8F,26060, „Bischof [Anm.: Bischof Jo- seph Gargitter] hat mit [dem Priester] geredet am […].“,-16199595.0,Mhuerten,2025-06-16T10:57:53.192+0200,Akten,CATMA_60D697B7-C5D8-41E7-BA69-2DE7E7E71115,,direkt,,Bozen-Brixen,Zitat,,,,,,,,,,
294,294,26144,CATMA_DA4D54FB-6462-4476-9824-9333F6CB5DF2,26061,„Bischof [Anm.: Bischof Jo- seph Gargitter] hat mit [dem Priester] geredet am […].“,-9403721.0,Mhuerten,2025-06-16T10:57:38.259+0200,"Maßnahme, Strafe",CATMA_3A4B3749-0203-4919-9554-D54C3318A625,,,,Bozen-Brixen,Handeln der Bistumsverantwortlichen,Vorgehen,,,,,,,,,
295,295,26146,no_annotation_61,26144,  ,,,,,,,,,Bozen-Brixen,,,,,,,,,,,
296,296,26299,CATMA_F338849A-7814-448E-9375-B82C73EA7EF0_0,26146,"Aus den Akten geht hervor, dass der Priester offenbar bis in die 1990er Jahre  an einer Grundschule unterrichtete. Laut Personal- und Ortsverzeichnis der",-2587561.0,Mhuerten,2025-06-16T11:08:55.080+0200,keine Konsequenzen,CATMA_F3B42D93-42A0-40F7-AF5D-CF0D86BB0A5A,,,,Bozen-Brixen,Handeln der Bistumsverantwortlichen,Vorgehen,,,,,,,,,
297,297,26535,CATMA_F338849A-7814-448E-9375-B82C73EA7EF0_1,26388,Diözese Bozen-Brixen war der Priester bis zu seiner Ruhestandsversetzung  Mitte der 2000er Jahre in verschiedenen Pfarreien als Pfarrer eingesetzt.,-2587561.0,Mhuerten,2025-06-16T11:08:55.080+0200,keine Konsequenzen,CATMA_F3B42D93-42A0-40F7-AF5D-CF0D86BB0A5A,,,,Bozen-Brixen,Handeln der Bistumsverantwortlichen,Vorgehen,,,,,,,,,
298,298,26388,no_annotation_62,26299,"  

#######################

Seite 358

Westpfahl   Spilker   Wastl  München  - 347 -    ",,,,,,,,,Bozen-Brixen,,,,,,,,,,,
299,299,26547,no_annotation_63,26535,    Fall 4  ,,,,,,,,,Bozen-Brixen,,,,,,,,,,,
300,300,26815,CATMA_13AD6B06-19F8-4269-ABF2-B88F53D2FC99,26547,"Der für den Priester zuständige Dekan berichtet an das Bischöfliche Ordina- riat der Diözese Bozen-Brixen Mitte der 1960er Jahre, dass der Priester in  Nachtlokalen mit „Buben“ zusammen sei. Er solle auch ein Mädchen zwei  Mal in der Nacht bis vier Uhr besucht haben. ",-3046417.0,Mhuerten,2025-06-16T11:15:35.612+0200,Meldung (Umfeld),CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,,,,Bozen-Brixen,Handeln des Umfelds,,,,,,,,,,
301,301,26550,B-6,26547,Der,-399266.0,Mhuerten,2025-06-16T11:09:33.365+0200,Start,CATMA_7C23CC13-B5FE-4F69-AAB7-935F31D614C3,,,,Bozen-Brixen,Relevante Textstelle,,,,,,,,,,
302,302,26568,CATMA_5FFEC3F7-0BAC-4432-868D-A477F1DF8DA4,26559,Priester ,-7143428.0,Mhuerten,2025-06-16T11:14:35.650+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Bozen-Brixen,Beschuldigte,,,,,,,,,,
303,303,26675,CATMA_70734344-C780-49FA-9B11-3DE5D91541B1,26653,Mitte der 1960er Jahre,-4884623.0,Mhuerten,2025-06-16T11:15:46.375+0200,Meldung,CATMA_607EF6E2-A9A4-4A08-8A52-1EEDF1AF140A,,,,Bozen-Brixen,Zeit,,,,,,,,,,
304,304,26764,CATMA_1281C4DC-BAE7-4A73-9000-9AE071313A73,26756,Mädchen ,-13288961.0,Mhuerten,2025-06-16T11:16:53.493+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Bozen-Brixen,Geschlecht (Betroffene),,,,,,,,,,
305,305,26764,CATMA_CD3471A7-EACB-48B7-85B8-F9C0405EAEA0,26756,Mädchen ,-11911038.0,Mhuerten,2025-06-16T11:16:43.830+0200,Alter unklar,CATMA_FC6EDD7D-E034-4C5F-90CC-CFF5F2499E01,,,,Bozen-Brixen,Alter (Betroffene),,,,,,,,,,
306,306,26951,no_annotation_64,26815,"Diese Mitteilung ist in der Per- sonalakte des Priesters dokumentiert. Generalvikar Johann Untergasser ant- wortet hierauf, dass er die ",,,,,,,,,Bozen-Brixen,,,,,,,,,,,
307,307,27129,CATMA_845E6D72-D92C-41C3-BA0D-D491B937F8D0,26951,Hinweise zur Kenntnis genommen habe und dass  der Priester deshalb versetzt werden solle. An diese Mitteilung anknüpfende  Maßnahmen der Diözese Bozen-Brixen sind nicht erkennbar,-2587561.0,Mhuerten,2025-06-16T11:18:08.846+0200,keine Konsequenzen,CATMA_F3B42D93-42A0-40F7-AF5D-CF0D86BB0A5A,,,,Bozen-Brixen,Handeln der Bistumsverantwortlichen,Vorgehen,,,,,,,,,
308,308,33526,no_annotation_65,27129,".    Fall 5  Mitte bis Ende der 1960er Jahre: Die ersten vier Einsatzstellen des Priesters  als Kooperator   Der Priester fiel bereits während seines ersten Einsatzes als Kooperator Mitte  der 1960er Jahre negativ auf. Auf die standardisierte Frage im Kooperatoren- bericht, ob der Kooperator taktvoll mit dem weiblichen Geschlecht und mit  Schulkindern umgehe, antwortete der für den Priester zuständige Pfarrer,  dass dies „bei Kindern nicht“ der Fall sei. Der für die zweite Kooperatoren- stelle zuständige Pfarrer ließ diese Frage im Kooperatorenbericht unbeant- wortet. Der Pfarrer der dritten Kooperatorenstelle vermerkte neben dieser  

#######################

Seite 360

Westpfahl   Spilker   Wastl  München  - 349 -    Dieser Mitteilung legte der Pfarrer vier Erklärungen von Eltern mit konkreten  Missbrauchsvorwürfen gegen den Priester gegenüber ihren Töchtern bei.  Der Priester soll die Mädchen unter anderem geküsst, gestreichelt und in ei- nem Fall auch an den Genitalien berührt haben. Soweit der Personalakte zu  entnehmen ist, wurden aus dieser Pfarrei, mithin der fünften Kooperatoren- stelle des Priesters, mindestens sieben konkrete Übergriffe gegenüber  (Volks)Schulmädchen gemeldet.   Parallel hierzu wurde unter den Eltern von Schulkindern in der Pfarrei eine  Unterschriftenaktion ins Leben gerufen. Insgesamt 151 Personen bestätigten,  dass „nicht im Geringsten irgendwelche Gründe“ vorlägen, die den Ruf des  Priesters „als bewährten Katecheten beeinträchtigen könnten.“  Soweit ersichtlich, wurde der Priester kurze Zeit später aus der Pfarrei abge- zogen und in einer anderen Pfarrei untergebracht. Der dortige Pfarrer war mit  einem vorübergehenden Aufenthalt einverstanden, machte dem Generalvi- kar jedoch unmissverständlich klar, dass der Priester dort nicht dauerhaft  bleiben könne und argumentierte wie folgt:   „[…] es würde hier sehr bald so gehen wie in [seiner fünften Ko- operatorenstelle]: ein Wirbel und bald darauf ein Sturm gegen  ihn. Warum er angeklagt u. weggekommen ist, dürfte auf Wahr- heit beruhen; – er kann nicht anders: Sturm und Temperament  u. ziemliche Nichtbeherrschung! – Für einen selbstständigen  Posten ist er ganz unreif – er braucht eine starke Hand.“  Kurze Zeit später wurde der Priester als Kooperator in einer anderen Pfarrei  eingesetzt. Soweit ersichtlich, war zuvor ein anderer Einsatzort in Erwägung  gezogen worden, was jedoch offenkundig mit einem seitens eines  

#######################

Seite 361

Westpfahl   Spilker   Wastl  München  - 350 -    Pfarrgemeindemitglieds verfassten und an Generalvikar Untergasser über- mittelten Schreiben verhindert worden war:  „[…] Ich hatte schon früher gehört, daß der Genannte [Anm.: der  Priester] plötzlich von [seiner fünften Kooperatorenstelle] abbe- rufen worden war. Der Grund war mir nicht bekannt. Nachdem  ich Mitteilung erhalten hatte, daß er als Coop. für [die zwischen- zeitlich angedachte Pfarrei] ausersehen war, habe ich mich bei  einem Besuch in [der fünften Kooperatorenstelle des Priesters]  […] bei zuverlässigen Personen näher erkundigt und dabei fol- gendes erfahren: Der Hw. Pfr. […] äußerte sehr ernste Bedenken,  da sich [der Priester] öfters an kleinen Mädchen Vergehen zu  schulden kommen lies [sic!]; er habe häufig kleine Mädchen auf  sein Zimmer geladen, sie entblößt, sie berührt und mit ihnen un- anständig gespielt; der Pfr. habe ihm öfters Vorhaltungen ge- macht und ihm aufgetragen, dies zu lassen, aber [der Priester]  habe sich nichts sagen lassen. Es seien auch mehrmals Mütter  zum Pfr. gekommen um über die Vorkommisse Klage zu führen.  […] sagte, daß schon eineinhalb Jahr vor der Entfernung des  [Priesters] Dinge geschahen und bekannt wurden die nicht an- gingen. Der Fall sei in der Frauenschaft besprochen worden,  aber man wollte gegen einen Priester nicht vorgehen und  wandte sich an den Seelsorger, der dann eben [den Priester]  warnte. […] sagte daß das Verhalten des [Priesters] gegenüber  den Kindern einen pathologischen Karakter [sic!] aufzeigte. Er  nannte mehrere Fälle, wo [der Priester] kleinen Mädchen die Un- terkleidung abnahm, sie besah und berührte und sie überredete,  daß dies nicht unrecht sei; er habe dann nachher an diese Mäd- chen Briefe geschrieben um mit ihnen in Verbindung zu bleiben.  

#######################

Seite 366

Westpfahl   Spilker   Wastl  München  - 355 -    Pfarrer auch sofort die Ministrantinnen abgenommen, um sie  beim Gottesdienst um sich herum zu haben… Ich stelle fest, dass  ich diese Frage bis ins Detail überprüft habe, [der Priester] sich  aber nie an Mädchen vergangen, wohl aber sich ungeschickt be- nommen habe. Frau […] verlangt, dass sich der Pfarrer einer  Therapie unterziehe.“  „Ich bin aber gerne bereit, [den Priester] anderswohin zu geben;  dann bekommt [die Pfarrei] keinen Priester. Herr […] möge mir  sagen, ob er dafür die Verantwortung übernimmt. Herr […] lehnt  aber jede Verantwortung ab. Mein persönlicher Eindruck: Herr  […] und seine Frau würden am liebsten selbst die Pfarrei über- nehmen; es bräuchte nur noch die Weihe für Frau […].“  Einige Jahre später äußerte sich Generalvikar Michaeler in einer Pfarrge- meinderatssitzung laut Zeitzeugenaussage dahingehend, dass eine Pfarrei ei- nen solchen Priester mindestens 10 Jahre als Pfarrer aushalten müsse.  Mitte der 1990er Jahre wandte sich eine Zeitzeugin aus [der fünften Einsatz- stelle des Priesters als Kooperator] mit folgendem Schreiben an Bischof Wil- helm Egger:  „Sehr geehrter Herr Bischof,   seit 26 Jahren weiss [sic!] ich von einem solchen Vergehen und  ich schleppe diese Verantwortung seither mit mir herum. Mit  diesem meinem Schreiben gebe ich nun aber diese große Ver- antwortung und Gewissensfrage an Sie, Hochw. Herr Bischof,  weiter und entledige mich somit jeder Verantwortung. Ich kann  

#######################

Seite 382

Westpfahl   Spilker   Wastl  München  - 371 -    an nicht getan habe, das bereue ich heute sehr und dafür ent- schuldige ich mich.  Sie haben sich damals mit Zivilcourage für ein richtiges Handeln  eingesetzt und damit entscheidend dazu beigetragen, dass das  Übel des Missbrauchs mit der nötigen Entschiedenheit bekämpft  wird. Dafür gebührt Ihnen große Anerkennung.“  In der Gesamtschau der Akten ergeben sich Missbrauchsvorwürfe gegen den  Priester in sieben seiner zehn offiziellen Einsatzorte und gegenüber einer er- heblichen Zahl von Minderjährigen. ",,,,,,,,,Bozen-Brixen,,,,,,,,,,,
309,309,33707,CATMA_C3FD03F2-8FF4-49F8-B42D-58C0537FE9CA,33526,"Darüber hinaus haben die Berichterstat- ter von Zeitzeugen glaubhaft erfahren, dass der Priester sich auch zwei er- wachsenen Frauen in sexuell missbräuchlicher Absicht genähert hat",-3237659.0,Mhuerten,2025-06-19T21:20:08.366+0200,Umfeld,CATMA_41E25707-120D-432A-8B27-0E0D8B0E02C4,indirekt,,,Bozen-Brixen,Zitat,,,,,,,,,,
310,310,33534,B-7_0,33526,Darüber ,-399266.0,Mhuerten,2025-04-25T15:54:27.145+0200,Start,CATMA_7C23CC13-B5FE-4F69-AAB7-935F31D614C3,,,,Bozen-Brixen,Relevante Textstelle,,,,,,,,,,
311,311,59625,B-7_1,59622,In ,-399266.0,Mhuerten,2025-07-10T17:49:30.197+0200,Start,CATMA_7C23CC13-B5FE-4F69-AAB7-935F31D614C3,,,,Bozen-Brixen,Relevante Textstelle,,,,,,,,,,
312,312,64760,B-7_2,64757,In ,-399266.0,Mhuerten,2025-07-11T10:48:47.323+0200,Start,CATMA_7C23CC13-B5FE-4F69-AAB7-935F31D614C3,,,,Bozen-Brixen,Relevante Textstelle,,,,,,,,,,
313,313,33623,CATMA_9A941A1A-F8FC-41CB-A4B2-8AF624181BEA,33614,Priester ,-7143428.0,Mhuerten,2025-06-19T21:20:17.651+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Bozen-Brixen,Beschuldigte,,,,,,,,,,
314,314,33658,CATMA_EA1B9D05-53CD-4F01-8799-14EDDA9789E9,33633,zwei er- wachsenen Frauen,-13288961.0,Mhuerten,2025-06-19T21:20:28.450+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Bozen-Brixen,Geschlecht (Betroffene),,,,,,,,,,
315,315,33658,CATMA_1C533BC6-3CDA-4CCE-8608-E113067F14A6,33638,er- wachsenen Frauen,-725551.0,Mhuerten,2025-06-19T21:20:42.183+0200,erwachsen,CATMA_EE521272-8EC0-40AC-968A-7EFB4F8B21F5,,,,Bozen-Brixen,Alter (Betroffene),,,,,,,,,,
316,316,33707,CATMA_360DC61E-C415-47F4-9185-33B028753358,33659,in sexuell missbräuchlicher Absicht genähert hat,-13239067.0,Mhuerten,2025-06-19T21:21:18.966+0200,Missbrauch,CATMA_3B3B19B0-7DA0-4893-A328-7CF7A581786E,,,,Bozen-Brixen,Framing der Taten,,,,,,,,,,
317,317,33707,CATMA_F82EA8DE-5DE1-4DA4-8BC8-FFBB890616BD,33659,in sexuell missbräuchlicher Absicht genähert hat,-13101205.0,Mhuerten,2025-06-19T21:21:01.470+0200,nicht spezifizierte Taten,CATMA_B03D4763-9E0C-4E2D-9ACA-DD358DA82669,,,,Bozen-Brixen,Tatbeschreibung,sexuell,,,,,,,,,
318,318,35495,no_annotation_66,33707,".    Fall 6  Der Priester, der auch als Religionslehrer tätig war, wurde Anfang der 1970er  Jahre wegen Missbrauchshandlungen an vier unter 14jährigen Mädchen an- geklagt. Hierüber informierte die Staatsanwaltschaft das Bischöfliche Ordina- riat und Bischof Joseph Gargitter. Der Priester wurde daraufhin seitens des  staatlichen Schulamtes vorübergehend vom Unterricht suspendiert.  Der Priester wurde ein Jahr nach der Anklage freigesprochen. In der Urteils- begründung heißt es, dass die Tat nicht nachweisbar sei, da die Aussagen  der 10jährigen Kinder – nahezu die gesamte Schulklasse, nicht nur die vier  mutmaßlich Betroffenen, bestätigte, dass der Priester die Mädchen unter  dem Rock berühre – durch keine anderen Beweiselemente untermauert wer- den könnten und ihnen deshalb kein Glauben geschenkt werden könne. Die  

#######################

Seite 383

Westpfahl   Spilker   Wastl  München  - 372 -    Aussagen der Kinder seien zum Teil mit einer durch die Klassenlehrerin ver- ursachte Gruppendynamik zu erklären. Der Priester wurde daraufhin wieder  im Schuldienst eingesetzt. Maßnahmen in Richtung des Priesters, etwa eine  Überprüfung seiner Eignung für den Schuldienst, ergeben sich nicht aus den  Akten.  Der Priester verstarb Ende der 2010er Jahre. Nur wenige Tage vorher ging  eine Meldung bei der Ombudsstelle der Diözese Bozen-Brixen ein. Eine Be- troffene berichtete, dass sie Ende der 1960er von dem Priester in der Schule  ans Pult geholt und dort unter dem Kleid berührt worden sei. Ob es sich hier  um eine der mutmaßlichen Betroffenen aus den verfahrensgegenständlichen  Vorwürfen Anfang der 1970er Jahre handelt, lässt sich den Akten nicht ent- nehmen. Die Beschreibung der Tat stimmt mit den Aussagen der Zeuginnen  aus den 1970er Jahren überein.    Fall 7  ",,,,,,,,,Bozen-Brixen,,,,,,,,,,,
319,319,35501,B-8,35495,Anfang,-399266.0,Mhuerten,2025-06-19T21:23:44.216+0200,Start,CATMA_7C23CC13-B5FE-4F69-AAB7-935F31D614C3,,,,Bozen-Brixen,Relevante Textstelle,,,,,,,,,,
320,320,35529,no_annotation_67,35501, der 1970er Jahre wurde der ,,,,,,,,,Bozen-Brixen,,,,,,,,,,,
321,321,35537,CATMA_708B0068-4F93-49DA-8E96-5D426D765C0B,35529,Priester,-7143428.0,Mhuerten,2025-06-19T21:24:11.236+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Bozen-Brixen,Beschuldigte,,,,,,,,,,
322,322,35554,no_annotation_68,35537,", der damals als ",,,,,,,,,Bozen-Brixen,,,,,,,,,,,
323,323,35569,CATMA_C743CE3F-5437-4579-8472-A0407D9EB19C,35554,Religionslehrer,-7143428.0,Mhuerten,2025-06-19T21:24:56.287+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Bozen-Brixen,Beschuldigte,,,,,,,,,,
324,324,35840,no_annotation_69,35569,"  tätig war, von der Mutter einer Schülerin der 4. Klasse beschuldigt, ihre Toch- ter mehrfach auf den Schoß genommen und im Intimbereich berührt zu ha- ben. Auch habe das Mädchen ihn im Intimbereich berühren müssen. Von der  Schulleitung zur Rede gestellt, erklärte der ",,,,,,,,,Bozen-Brixen,,,,,,,,,,,
325,325,35848,CATMA_C699923D-04AF-4B98-802A-24357035313F,35840,Priester,-7143428.0,Mhuerten,2025-06-19T21:24:48.736+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Bozen-Brixen,Beschuldigte,,,,,,,,,,
326,326,36960,no_annotation_70,35848," nicht in „böser Absicht“  gehandelt zu haben und versprach, künftig weniger „familiär“ mit den Schü- lerinnen umzugehen. Nach der Befragung der Lehrerin des Mädchens, die  den Vorfall herunterspielte und einer relativierenden, schriftlichen Erklärung  der Mutter, wurde der Fall zu den Akten gelegt. Eine zunächst angedachte  Anzeige bei den Strafverfolgungsbehörden unterblieb. Bischof Joseph Gar- gitter wurde von der Schuldirektion über die Vorwürfe informiert.  

#######################

Seite 384

Westpfahl   Spilker   Wastl  München  - 373 -    In den Akten findet sich eine chronologische Zusammenfassung eines unbe- kannten Verfassers, aus der hervorgeht, dass auf die Mutter des betroffenen  Mädchens, „eine gute und gläubige Frau“, „die immer zusammengearbeitet“  habe, dahingehend eingewirkt werden möge, dass „diese […] den Vorfall in  der schriftlichen Stellungnahme herunterspiel[en] und erklär[en solle], der  Vorfall sei nicht schwerwiegend und mit böser Absicht geschehen“. Diese  Erklärung sollte sie zudem „mit der Bitte“ verbinden „nicht fortzufahren“.   Anfang der 1990er Jahre wurde der ",,,,,,,,,Bozen-Brixen,,,,,,,,,,,
327,327,36968,CATMA_02EC6E45-57DB-45C7-A106-6D20B7860F95,36960,Priester,-7143428.0,Mhuerten,2025-06-19T21:25:30.800+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Bozen-Brixen,Beschuldigte,,,,,,,,,,
