,start,end,id,text,tag_type_id,tag_type,catma_markupauthor,catma_markuptimestamp,catma_displaycolor,Belegung,Geschlecht__Beschuldigter_,Art,Geschlecht_Beschuldigter,Anzahl__Beschuldigte_,Rolle__Beschuldigte_,ID__Beschuldigte_,Geschlecht__Betroffene_,Alter__Betroffene_,Anzahl__Betroffene_,ID__Betroffene_,Bestimmung_Umfeld
87,6311,6319,CATMA_977D880A-4CEC-47D5-8445-380735102E9F,Aufgaben,CATMA_694236AD-35A4-493B-B295-5526303EA538,Pfarrei,Mhuerten,2025-07-15T16:04:37.084+0200,-8672679,,,,,,,,,,,,
88,6311,6319,CATMA_D8FC13FB-C78E-4D76-930B-AE9BE9CA6ED8,Aufgaben,CATMA_3B3B19B0-7DA0-4893-A328-7CF7A581786E,Missbrauch,Mhuerten,2025-07-15T16:03:57.435+0200,-13239067,,,,,,,,,,,,
89,6319,6418,CATMA_D8FC13FB-C78E-4D76-930B-AE9BE9CA6ED8," übernehmen, befinden sich aber oft in einem  asymmetrischen Verhältnis zu den von ihnen betreuten ",CATMA_3B3B19B0-7DA0-4893-A328-7CF7A581786E,Missbrauch,Mhuerten,2025-07-15T16:03:57.435+0200,-13239067,,,,,,,,,,,,
90,6418,6425,CATMA_D8FC13FB-C78E-4D76-930B-AE9BE9CA6ED8,Frauen ,CATMA_3B3B19B0-7DA0-4893-A328-7CF7A581786E,Missbrauch,Mhuerten,2025-07-15T16:03:57.435+0200,-13239067,,,,,,,,,,,,
91,6418,6425,CATMA_F4D62316-F4C0-4187-8BBD-305FC255E4E8,Frauen ,CATMA_FC6EDD7D-E034-4C5F-90CC-CFF5F2499E01,Alter unklar,Mhuerten,2025-07-15T16:05:51.046+0200,-11911038,implizit,,,,,,,,,,,
92,6418,6425,CATMA_FCE3B826-B19F-4267-AD9D-A8089C2F3DA3,Frauen ,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,weiblich,Mhuerten,2025-07-15T16:05:32.694+0200,-13288961,,,,,,,,,,,,
93,6425,6429,CATMA_D8FC13FB-C78E-4D76-930B-AE9BE9CA6ED8,und ,CATMA_3B3B19B0-7DA0-4893-A328-7CF7A581786E,Missbrauch,Mhuerten,2025-07-15T16:03:57.435+0200,-13239067,,,,,,,,,,,,
94,6429,6436,CATMA_D1E64CC2-D74F-4698-B115-1CCE689AAC60,Männern,CATMA_FC6EDD7D-E034-4C5F-90CC-CFF5F2499E01,Alter unklar,Mhuerten,2025-07-15T16:06:03.098+0200,-11911038,implizit,,,,,,,,,,,
95,6429,6436,CATMA_3D849CD8-1C87-4287-B31A-F119F12C7448,Männern,CATMA_491C1421-1813-476C-80A9-E461CCA24A21,männlich,Mhuerten,2025-07-15T16:05:40.971+0200,-9889053,,,,,,,,,,,,
96,6429,6436,CATMA_D8FC13FB-C78E-4D76-930B-AE9BE9CA6ED8,Männern,CATMA_3B3B19B0-7DA0-4893-A328-7CF7A581786E,Missbrauch,Mhuerten,2025-07-15T16:03:57.435+0200,-13239067,,,,,,,,,,,,
97,6436,6522,CATMA_D8FC13FB-C78E-4D76-930B-AE9BE9CA6ED8,",  wobei diese Machtgefälle eine wesentliche Voraussetzung für sexuelle Missbräu­ che ",CATMA_3B3B19B0-7DA0-4893-A328-7CF7A581786E,Missbrauch,Mhuerten,2025-07-15T16:03:57.435+0200,-13239067,,,,,,,,,,,,
98,6522,6532,,darstellen,CATMA_F652635C-A0CC-4F61-A2B4-D163F685F0FF,End,Mhuerten,2025-07-15T16:03:05.000+0200,-9667700,,,,,,,,,,,,
99,6522,6532,CATMA_D8FC13FB-C78E-4D76-930B-AE9BE9CA6ED8,darstellen,CATMA_3B3B19B0-7DA0-4893-A328-7CF7A581786E,Missbrauch,Mhuerten,2025-07-15T16:03:57.435+0200,-13239067,,,,,,,,,,,,
100,6532,11492,no_annotation_5,". Ebenfalls debattiert wird im medialen, aber auch im wissenschaftlichen  Umfeld die Bezeichnung der Personen, die von sexuellem Missbrauch betrof­ fen sind. Verschiedene Medien verwenden sowohl den Begriff «Opfer» als auch  «Betroffene», wobei «Opfer» im deutschsprachigen wissenschaftlichen Kontext  mittlerweile selten genutzt wird, ausser um hervorzuheben, dass die betroffe­ nen Personen nicht für den begangenen Missbrauch verantwortlich sind.24 Weil  verschiedene Personen erklärten, dass sie sich nicht als Opfer identifizieren  wollen, wird in diesem Bericht der Begriff «Betroffene» verwendet. Aufbau der Untersuchung Der vorliegende Bericht bildet den Abschluss einer Pilotstudie, die eine Basis für  künftige Forschung zu sexuellem Missbrauch durch katholische Kleriker und  kirchliche Angestellte legen soll. Ausdrücklich handelt es sich dabei nicht um  eine abgeschlossene Untersuchung, sondern im Gegenteil um eine erste Aus­ legeordnung möglicher Forschungsgebiete und -vorhaben. Entsprechend ist  die Untersuchung gegliedert: Sie beginnt mit einer kurz gehaltenen Verortung  19	 Französisch: abus sexuel, Italienisch: abuso sessuale. 20	 Grossbölting, Die schuldigen Hirten, S. 29. 21	 Bange, Definition und Häufigkeit von sexuellem Missbrauch, S. 30. 22	 Leimgruber; Reisinger, Sexueller Missbrauch oder sexualisierte Gewalt? 23	 In der juristischen Lesart umfassen die in dieser Studie berücksichtigten Tatbestände: sexuelle Hand­ lungen mit Kindern unter 16 Jahren (Art. 187 StGB), sexuelle Handlungen mit Abhängigen (Art. 188 StGB),  sexuelle Nötigung (Art. 189 StGB), Vergewaltigung (Art. 190 StGB), Schändung (Art. 191 StGB), Exhibitio­ nismus (Art. 194 StGB) und sexuelle Belästigungen (Art. 198 StGB), sexuelle Handlungen mit Anstalts­ pfleglingen, Gefangenen, Beschuldigten (Art. 192 StGB) und Ausnützung der Notlage (Art. 193 StGB). 24	 Grossbölting, Die schuldigen Hirten, S. 31. Allerdings ist im Strafrecht und damit auch in den Rechts­ wissenschaften «Opfer» weiterhin ein zentraler Begriff. 

#######################

Seite 35

35 3. Die Strukturen der katholischen Kirche und ihre Archive Bistum Lugano Die Pfarreien auf dem Gebiet des heutigen Tessins waren bis 1884 den Diözesen  Mailand und Como unterstellt und wurden danach durch den ehemaligen Bi­ schof von Basel apostolisch verwaltet. Die Diözese Lugano wurde 1888 zunächst  inoffiziell gegründet97 und blieb weiterhin mit dem Bischof von Basel verbunden.  Erst 1971 erhielt der apostolische Administrator den Titel eines Bischofs zuge­ sprochen. Aufgrund des Rücktritts von Valerio Lazzeri wurde im Bistum Lugano  2022 wiederum ein apostolischer Administrator eingesetzt: der Weihbischof des  Bistums LGF, Alain de Raemy.98 Die Archivsituation im Bistum Lugano gestaltet sich komplizierter als in den  anderen Bistümern. Sie erforderte im vergangenen Jahr zahlreiche Überprüfun­ gen, Rück- und Nachfragen sowie die Zusammenarbeit verschiedener Mitarbei­ ter der Diözese untereinander und mit dem Forschungsteam. Das historische  Archiv des Bistums wurde viele Jahre von archivarisch ungeschultem Personal  geführt. Bis heute gibt es kein Inventar der Bestände und die Archivboxen sind  nur summarisch nach Themen geordnet. Die Unterstützung des derzeitigen  Archivars, der seit November 2018 im Amt ist, war daher unabdingbar für die  Forschungsarbeit. Die Bestände werden aktuell mit Unterstützung eines wissen­ schaftlichen Teilzeitmitarbeiters weiter reorganisiert. Es ist deshalb möglich,  dass in Zukunft weitere für die Arbeit des Forschungsteams nützliche Doku­ mente zum Vorschein kommen werden. Die laufende personelle und administrative Dokumentation des Bistums wird  in der Kanzlei aufbewahrt. Zentral für die Forschung zu sexuellem Missbrauch  im Bistum Lugano ist aber vor allem das historische Archiv der Diözese. Die­ ses gliedert sich in drei Bereiche: Erstens gibt es das öffentliche Archiv, das frei  zugänglich ist und in dem sich Bestände zu verschiedenen Einrichtungen der  Diözese wie Schulen und Kinder- und Jugendeinrichtungen von Ordensgemein­ schaften, zu Pfarreien und vor allem zu verstorbenen Priestern befinden. Die  letztgenannten Akten wurden in der Vergangenheit nach Priestern durchsucht,  die zum Durchsuchungszeitpunkt als «problematisch» galten, wobei der dabei  entstandene neue Bestand in das Geheimarchiv verlegt wurde. Zweitens werden  im historischen Archiv vertrauliche Dokumente aufbewahrt, die der Öffentlich­ keit nicht zugänglich sind (z. B. über Priester, die mit der Diözese in Konflikt  geraten sind, aber nicht wegen Fällen sexuellen Missbrauchs), sowie wertvolle  Gegenstände und Devotionalien. Drittens enthält das Geheimarchiv diejenigen  Dossiers, die für das Pilotprojekt von grösstem Interesse waren. Diese Dossiers  beinhalten die «vertraulichen Fälle»99 von diözesanen oder ausserdiözesanen  Priestern sowie von Ordensleuten. Sie wurden kürzlich vom derzeitigen Archi­ var Pater Carlo Cattaneo neu geordnet. ",,,,,,,,,,,,,,,,,
101,11492,11496,S-3,Die ,CATMA_7C23CC13-B5FE-4F69-AAB7-935F31D614C3,Start,Mhuerten,2025-07-15T16:07:01.343+0200,-399266,,,,,,,,,,,,
102,11492,11496,CATMA_95642DB3-9776-458A-A27A-FDC709CB23EE,Die ,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:22:02.688+0200,-8727267,,,,,,,,,,,,
103,11496,11501,CATMA_95642DB3-9776-458A-A27A-FDC709CB23EE,Boxen,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:22:02.688+0200,-8727267,,,,,,,,,,,,
104,11501,11522,CATMA_95642DB3-9776-458A-A27A-FDC709CB23EE, «vertrauliche Fälle»,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:22:02.688+0200,-8727267,,,,,,,,,,,,
105,11501,11522,CATMA_C184F63B-C9CE-425B-8199-AFCF7742BA34, «vertrauliche Fälle»,CATMA_C4A505D5-21A7-4196-B2CA-8124DA7CC45F,verklausuliert,Mhuerten,2025-07-15T16:07:19.824+0200,-99329,,,,,,,,,,,,
106,11522,11585,CATMA_95642DB3-9776-458A-A27A-FDC709CB23EE," enthalten  mehrere Dutzend Dossiers, die allerdings nicht nur ",CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:22:02.688+0200,-8727267,,,,,,,,,,,,
107,11585,11612,CATMA_95642DB3-9776-458A-A27A-FDC709CB23EE,Fälle sexuellen Missbrauchs,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:22:02.688+0200,-8727267,,,,,,,,,,,,
108,11585,11612,CATMA_CBEE5557-BEA4-46B1-A750-D587B9F8BC5A,Fälle sexuellen Missbrauchs,CATMA_B03D4763-9E0C-4E2D-9ACA-DD358DA82669,nicht spezifizierte Taten,Mhuerten,2025-07-15T16:07:33.077+0200,-13101205,Macht- und Abhängigkeitsverhältnis,,,,,,,,,,,
109,11612,11651,CATMA_95642DB3-9776-458A-A27A-FDC709CB23EE,",  sondern auch in den Augen der Kirche",CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:22:02.688+0200,-8727267,,,,,,,,,,,,
110,11651,11652,CATMA_95642DB3-9776-458A-A27A-FDC709CB23EE, ,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:22:02.688+0200,-8727267,,,,,,,,,,,,
111,11651,11652,CATMA_55F16440-707B-4542-BA6C-CC290897D4E1, ,CATMA_B03D4763-9E0C-4E2D-9ACA-DD358DA82669,nicht spezifizierte Taten,Mhuerten,2025-07-15T16:09:21.752+0200,-13101205,,,,,,,,,,,,
112,11652,11695,CATMA_AD95A584-B6CF-4983-8947-019481B8E12C,anderweitig problematisches Verhalten  wie ,CATMA_841CE011-ADA3-4952-B2D4-B5EB4D515CB0,moralische Verurteilung,Mhuerten,2025-07-15T16:08:20.624+0200,-8773168,,,,,,,,,,,,
113,11652,11695,CATMA_95642DB3-9776-458A-A27A-FDC709CB23EE,anderweitig problematisches Verhalten  wie ,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:22:02.688+0200,-8727267,,,,,,,,,,,,
114,11652,11695,CATMA_55F16440-707B-4542-BA6C-CC290897D4E1,anderweitig problematisches Verhalten  wie ,CATMA_B03D4763-9E0C-4E2D-9ACA-DD358DA82669,nicht spezifizierte Taten,Mhuerten,2025-07-15T16:09:21.752+0200,-13101205,,,,,,,,,,,,
115,11652,11695,CATMA_C57E437A-2BAE-4729-A368-37E7C492AE58,anderweitig problematisches Verhalten  wie ,CATMA_D6813191-08A6-4B4A-AE8E-7E4B8D5A86AC,Verhältnis nicht weiter spezifiziert,Mhuerten,2025-07-15T16:08:59.391+0200,-11892824,,,,,,,,,,,,
116,11695,11741,CATMA_AD95A584-B6CF-4983-8947-019481B8E12C,Beziehungen zu erwachsenen Frauen oder Männern,CATMA_841CE011-ADA3-4952-B2D4-B5EB4D515CB0,moralische Verurteilung,Mhuerten,2025-07-15T16:08:20.624+0200,-8773168,,,,,,,,,,,,
117,11695,11741,CATMA_95642DB3-9776-458A-A27A-FDC709CB23EE,Beziehungen zu erwachsenen Frauen oder Männern,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:22:02.688+0200,-8727267,,,,,,,,,,,,
118,11695,11741,CATMA_55F16440-707B-4542-BA6C-CC290897D4E1,Beziehungen zu erwachsenen Frauen oder Männern,CATMA_B03D4763-9E0C-4E2D-9ACA-DD358DA82669,nicht spezifizierte Taten,Mhuerten,2025-07-15T16:09:21.752+0200,-13101205,,,,,,,,,,,,
119,11695,11741,CATMA_C57E437A-2BAE-4729-A368-37E7C492AE58,Beziehungen zu erwachsenen Frauen oder Männern,CATMA_D6813191-08A6-4B4A-AE8E-7E4B8D5A86AC,Verhältnis nicht weiter spezifiziert,Mhuerten,2025-07-15T16:08:59.391+0200,-11892824,,,,,,,,,,,,
120,11741,11742,CATMA_95642DB3-9776-458A-A27A-FDC709CB23EE, ,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:22:02.688+0200,-8727267,,,,,,,,,,,,
121,11742,11755,CATMA_95642DB3-9776-458A-A27A-FDC709CB23EE,dokumentieren,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:22:02.688+0200,-8727267,,,,,,,,,,,,
122,11742,11755,,dokumentieren,CATMA_F652635C-A0CC-4F61-A2B4-D163F685F0FF,End,Mhuerten,2025-07-15T16:10:23.993+0200,-9667700,,,,,,,,,,,,
123,11755,13466,no_annotation_6,". Diese «vertraulichen Fälle» zeigen eine zentrale Schwierigkeit der Quellen­ situation im Bistum Lugano: Die darin aufbewahrten Dokumente sind aufgrund  der Archivierungspraxis häufig fragmentarisch, was die Rekonstruktion der  Missbrauchsfälle erschwert. Verschiedene Quellen lassen zudem vermuten,  97	 Dies geschah inoffiziell, da die Bundesverfassung die Gründung von neuen Bistümern 1874 verbot. 98	 Vor dem Amtsantritt von Valerio Lazzeri 2013 waren folgende Bischöfe im Bistum Lugano tätig: Giu­ seppe Martinoli (1971–1978), Ernesto Togni (1978–1985), Eugenio Corecco (1986–1995), Giuseppe Torti  (1995–2004), Pier Giacomo Grampa (2004–2013). Vgl. Moretti, Lugano (Diözese), in: Historisches Lexikon  der Schweiz (HLS). 99	 Italienisch: «Casi Riservati». 

#######################

Seite 58

Bericht zum Pilotprojekt zur Geschichte sexuellen Missbrauchs im Umfeld  der römisch-katholischen Kirche in der Schweiz seit Mitte des 20. Jahrhunderts 58 eng mit dem Staat verwoben und übernahm viele Aufgaben der Fürsorge und  der Pädagogik in der Gesellschaft. Auch in der Schweiz übernahm die Kirche –  insbesondere in katholischen Kantonen und in der ersten Hälfte des Untersu­ chungszeitraums – im Bildungs- und Fürsorgebereich zentrale gesellschaftliche  Funktionen. Es empfiehlt sich, sexuellen Missbrauch im Rahmen dieser Tätig­ keiten der katholischen Kirche und seine Bedingungen gesondert in den Blick  zu nehmen, weil er auf spezifischen Machtbeziehungen und Verantwortungs­ konstellationen basierte und dadurch vom Missbrauch im Rahmen der Pastoral  abzugrenzen ist. Ungefähr 30 % der ausgewerteten Fälle konnten katholischen  Heimen, Schulen, Internaten und ähnlichen Anstalten zugeordnet werden. ",,,,,,,,,,,,,,,,,
124,13466,13479,S-4,Schliesslich ,CATMA_7C23CC13-B5FE-4F69-AAB7-935F31D614C3,Start,Mhuerten,2025-07-15T16:17:34.215+0200,-399266,,,,,,,,,,,,
125,13466,13479,CATMA_5BEC8B10-60BF-4FEA-B2E2-7A8EF2BAD417,Schliesslich ,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:20:02.022+0200,-8727267,,,,,,,,,,,,
126,13479,13541,CATMA_5BEC8B10-60BF-4FEA-B2E2-7A8EF2BAD417,"deutet die internationale Forschung auf ein weiteres Feld hin,",CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:20:02.022+0200,-8727267,,,,,,,,,,,,
127,13541,13596,CATMA_5BEC8B10-60BF-4FEA-B2E2-7A8EF2BAD417, in  dem im Verlauf der Untersuchungsperiode Fälle von ,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:20:02.022+0200,-8727267,,,,,,,,,,,,
128,13596,13616,CATMA_8FB0EF87-B821-4753-ACA7-F73BE5158AAD,sexuellem Missbrauch,CATMA_B03D4763-9E0C-4E2D-9ACA-DD358DA82669,nicht spezifizierte Taten,Mhuerten,2025-07-15T16:17:52.867+0200,-13101205,Macht- und Abhängigkeitsverhältnis,,,,,,,,,,,
129,13596,13616,CATMA_5BEC8B10-60BF-4FEA-B2E2-7A8EF2BAD417,sexuellem Missbrauch,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:20:02.022+0200,-8727267,,,,,,,,,,,,
130,13616,13652,CATMA_5BEC8B10-60BF-4FEA-B2E2-7A8EF2BAD417, im  Umfeld der katholischen Kirche ,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:20:02.022+0200,-8727267,,,,,,,,,,,,
131,13652,13766,CATMA_5BEC8B10-60BF-4FEA-B2E2-7A8EF2BAD417,auftraten. Dieses blieb allerdings bislang sowohl  in den präsentierten provisorischen Zahlen des Missbrauchs als ,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:20:02.022+0200,-8727267,,,,,,,,,,,,
132,13766,13880,CATMA_5BEC8B10-60BF-4FEA-B2E2-7A8EF2BAD417,auch in der öf­ fentlichen Debatte unterrepräsentiert und bedarf unter anderem auch deshalb  besonderer Beachtung:,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:20:02.022+0200,-8727267,,,,,,,,,,,,
133,13880,13881,CATMA_5BEC8B10-60BF-4FEA-B2E2-7A8EF2BAD417, ,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:20:02.022+0200,-8727267,,,,,,,,,,,,
134,13881,13900,CATMA_5BEC8B10-60BF-4FEA-B2E2-7A8EF2BAD417,Orden und ähnliche ,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:20:02.022+0200,-8727267,,,,,,,,,,,,
135,13881,13900,CATMA_B833CFC6-EF15-4698-BF0E-797352735715,Orden und ähnliche ,CATMA_7F7D7363-1739-4B73-BEBC-28E4CA0E5BA9,Orden,Mhuerten,2025-07-15T16:23:19.229+0200,-7977585,,,,,,,,,,,,
136,13900,13914,CATMA_5BEC8B10-60BF-4FEA-B2E2-7A8EF2BAD417,Gemeinschaften,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:20:02.022+0200,-8727267,,,,,,,,,,,,
137,13900,13914,CATMA_B833CFC6-EF15-4698-BF0E-797352735715,Gemeinschaften,CATMA_7F7D7363-1739-4B73-BEBC-28E4CA0E5BA9,Orden,Mhuerten,2025-07-15T16:23:19.229+0200,-7977585,,,,,,,,,,,,
138,13914,13921,CATMA_5BEC8B10-60BF-4FEA-B2E2-7A8EF2BAD417, sowie ,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:20:02.022+0200,-8727267,,,,,,,,,,,,
139,13921,13968,CATMA_5BEC8B10-60BF-4FEA-B2E2-7A8EF2BAD417,neue geist­ liche Gemeinschaften und Bewegungen,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:20:02.022+0200,-8727267,,,,,,,,,,,,
140,13921,13968,CATMA_D52A93F4-F060-4518-8DD7-C6ECB6E9B2DD,neue geist­ liche Gemeinschaften und Bewegungen,CATMA_5D729A1E-3E29-459C-8D49-14B75702A681,Geistliche Gemeinschaften,Mhuerten,2025-07-15T16:22:56.201+0200,-1092855,,,,,,,,,,,,
141,13968,13993,CATMA_5BEC8B10-60BF-4FEA-B2E2-7A8EF2BAD417,.180 Fälle des sexuellen ,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:20:02.022+0200,-8727267,,,,,,,,,,,,
142,13993,14105,CATMA_5BEC8B10-60BF-4FEA-B2E2-7A8EF2BAD417,"Missbrauchs in­ nerhalb dieser Gemeinschaften blieben bislang unter anderem deshalb wenig  berücksichtigt, weil ",CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:20:02.022+0200,-8727267,,,,,,,,,,,,
143,14105,14138,CATMA_5BEC8B10-60BF-4FEA-B2E2-7A8EF2BAD417,sich die Forschung vor allem auf ,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:20:02.022+0200,-8727267,,,,,,,,,,,,
144,14138,14152,CATMA_5BEC8B10-60BF-4FEA-B2E2-7A8EF2BAD417,minderjährige ,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:20:02.022+0200,-8727267,,,,,,,,,,,,
145,14138,14152,CATMA_7D1D29CF-CC7D-4587-9C97-A9C962BEE5AE,minderjährige ,CATMA_6262777C-8205-4331-A4C6-B9768A6FE461,minderjährig,Mhuerten,2025-07-15T16:18:34.687+0200,-1117796,,,,,,,,,,,,
146,14152,14157,CATMA_5BEC8B10-60BF-4FEA-B2E2-7A8EF2BAD417,(und ,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:20:02.022+0200,-8727267,,,,,,,,,,,,
147,14157,14168,CATMA_6D56DECA-531A-4C6D-A861-FF7FD098011A,männ­ liche,CATMA_491C1421-1813-476C-80A9-E461CCA24A21,männlich,Mhuerten,2025-07-15T16:18:45.168+0200,-9889053,,,,,,,,,,,,
148,14157,14168,CATMA_5BEC8B10-60BF-4FEA-B2E2-7A8EF2BAD417,männ­ liche,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:20:02.022+0200,-8727267,,,,,,,,,,,,
149,14168,14212,CATMA_5BEC8B10-60BF-4FEA-B2E2-7A8EF2BAD417,) Betroffene fokussierte und in diesem Raum ,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:20:02.022+0200,-8727267,,,,,,,,,,,,
150,14212,14224,CATMA_5BEC8B10-60BF-4FEA-B2E2-7A8EF2BAD417,überwiegend ,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:20:02.022+0200,-8727267,,,,,,,,,,,,
151,14224,14236,CATMA_5BEC8B10-60BF-4FEA-B2E2-7A8EF2BAD417,Erwachsene  ,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:20:02.022+0200,-8727267,,,,,,,,,,,,
152,14224,14236,CATMA_9B419BE5-DE9C-44CC-8FC5-9E1B0E8DC826,Erwachsene  ,CATMA_EE521272-8EC0-40AC-968A-7EFB4F8B21F5,erwachsen,Mhuerten,2025-07-15T16:18:56.414+0200,-725551,,,,,,,,,,,,
153,14236,14256,CATMA_5BEC8B10-60BF-4FEA-B2E2-7A8EF2BAD417,– insbesondere auch ,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:20:02.022+0200,-8727267,,,,,,,,,,,,
154,14256,14267,CATMA_722573F8-399C-407B-81D6-E982D69F9421,erwachsene ,CATMA_EE521272-8EC0-40AC-968A-7EFB4F8B21F5,erwachsen,Mhuerten,2025-07-15T16:19:18.447+0200,-725551,,,,,,,,,,,,
155,14256,14267,CATMA_5BEC8B10-60BF-4FEA-B2E2-7A8EF2BAD417,erwachsene ,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:20:02.022+0200,-8727267,,,,,,,,,,,,
156,14267,14273,CATMA_265AB44D-7B7F-4048-BAEA-EDC979E0E518,Frauen,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,weiblich,Mhuerten,2025-07-15T16:19:25.667+0200,-13288961,,,,,,,,,,,,
157,14267,14273,CATMA_722573F8-399C-407B-81D6-E982D69F9421,Frauen,CATMA_EE521272-8EC0-40AC-968A-7EFB4F8B21F5,erwachsen,Mhuerten,2025-07-15T16:19:18.447+0200,-725551,,,,,,,,,,,,
158,14267,14273,CATMA_5BEC8B10-60BF-4FEA-B2E2-7A8EF2BAD417,Frauen,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:20:02.022+0200,-8727267,,,,,,,,,,,,
159,14273,14274,CATMA_265AB44D-7B7F-4048-BAEA-EDC979E0E518, ,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,weiblich,Mhuerten,2025-07-15T16:19:25.667+0200,-13288961,,,,,,,,,,,,
160,14273,14274,CATMA_5BEC8B10-60BF-4FEA-B2E2-7A8EF2BAD417, ,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:20:02.022+0200,-8727267,,,,,,,,,,,,
161,14274,14299,CATMA_5BEC8B10-60BF-4FEA-B2E2-7A8EF2BAD417,– betroffen sind. In den ,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:20:02.022+0200,-8727267,,,,,,,,,,,,
162,14299,14320,CATMA_CF0D5181-E354-4E6F-B551-4BFF3B9267D1,Orden und  ähnlichen ,CATMA_7F7D7363-1739-4B73-BEBC-28E4CA0E5BA9,Orden,Mhuerten,2025-07-15T16:23:45.434+0200,-7977585,,,,,,,,,,,,
163,14299,14320,CATMA_5BEC8B10-60BF-4FEA-B2E2-7A8EF2BAD417,Orden und  ähnlichen ,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:20:02.022+0200,-8727267,,,,,,,,,,,,
164,14320,14334,CATMA_CF0D5181-E354-4E6F-B551-4BFF3B9267D1,Gemeinschaften,CATMA_7F7D7363-1739-4B73-BEBC-28E4CA0E5BA9,Orden,Mhuerten,2025-07-15T16:23:45.434+0200,-7977585,,,,,,,,,,,,
