,end,id,start,text,catma_displaycolor,catma_markupauthor,catma_markuptimestamp,tag_type,tag_type_id,Belegung,Art,Bestimmung_Umfeld,text_name,Primary_class,Secondary_class
161,20252,CATMA_7FF925A2-4201-4F62-94D5-3EB4F739FAF4,20244,Cousinen,-11911038,Mhuerten,2025-06-16T08:39:51.534+0200,Alter unklar,CATMA_FC6EDD7D-E034-4C5F-90CC-CFF5F2499E01,,,,Bozen-Brixen,Alter (Betroffene),
162,20287,CATMA_12FE7BB5-1F56-44EB-8FC0-C9E1957660F7,20254,zur Häuserin des Herrn Pfar- rers,-11911038,Mhuerten,2025-06-16T10:56:30.646+0200,Alter unklar,CATMA_FC6EDD7D-E034-4C5F-90CC-CFF5F2499E01,,,,Bozen-Brixen,Alter (Betroffene),
163,20288,CATMA_A8A5465E-5F4B-4B26-9019-A3B56B32D38B,20254,zur Häuserin des Herrn Pfar- rers ,-13288961,Mhuerten,2025-06-16T08:40:16.750+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Bozen-Brixen,Geschlecht (Betroffene),
164,20394,CATMA_1F7FBBBC-0726-4AFC-A8DF-3E8F2036EF6A,20293,"Beziehungen, über die sich Leute aus […] gewundert  haben, wenn er mit ihnen dort in […] zu sehen war",-12837044,Mhuerten,2025-06-16T08:42:21.678+0200,Gefahr für priesterliches Ansehen,CATMA_994AD716-6C79-49B1-B48A-11AEB8300355,,,,Bozen-Brixen,Framing der Taten,
165,20398,no_annotation_38,20396,  ,,,,,,,,,Bozen-Brixen,,
166,20472,CATMA_81D84844-1465-4F19-BF2C-2E8E4E733FA3,20398,Das Alter der „Mädchen“ geht aus dem vorgenannten Schreiben nicht her- vor,-11911038,Mhuerten,2025-06-16T08:42:37.474+0200,Alter unklar,CATMA_FC6EDD7D-E034-4C5F-90CC-CFF5F2499E01,,,,Bozen-Brixen,Alter (Betroffene),
167,20421,CATMA_3CB858D4-3100-485C-8E92-F2C449383DB2,20412,„Mädchen“,-13288961,Mhuerten,2025-06-16T08:42:50.152+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Bozen-Brixen,Geschlecht (Betroffene),
168,20506,no_annotation_39,20472,.  Nach einer weiteren Versetzung ,,,,,,,,,Bozen-Brixen,,
169,20697,CATMA_E9F905A4-FA34-4A2B-9509-90EF238547D6_0,20506,"beschwerte sich der dortige Pfarrgemeinde- rat Mitte der 1970er Jahre bei Generalvikar Josef Michaeler darüber, dass der  Priester „bei Vergnügungsveranstaltungen sinnlos beträchtliche Summen",-3046417,Mhuerten,2025-06-16T09:51:11.844+0200,Meldung (Umfeld),CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,,,,Bozen-Brixen,Handeln des Umfelds,
170,20916,CATMA_E9F905A4-FA34-4A2B-9509-90EF238547D6_1,20786,"Geld [vergeude,] indem er kostspielige Getränke, hauptsächlich den ‚jungen  Damen‘ in abstossender Aufdringlichkeit [aufzwinge].“ ",-3046417,Mhuerten,2025-06-16T09:51:11.844+0200,Meldung (Umfeld),CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,,,,Bozen-Brixen,Handeln des Umfelds,
171,20576,CATMA_79D8537D-4DB8-48C9-90F1-00E0B6B60AF2,20553,Mitte der 1970er Jahre ,-4884623,Mhuerten,2025-06-16T09:51:31.490+0200,Meldung,CATMA_607EF6E2-A9A4-4A08-8A52-1EEDF1AF140A,,,,Bozen-Brixen,Zeit,
172,20636,CATMA_8D6DCEDF-7ABC-44FB-8C34-6D94FA30954E,20628,Priester,-7143428,Mhuerten,2025-06-16T08:54:32.830+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Bozen-Brixen,Beschuldigte,
173,20697,CATMA_7888AD1D-7EDA-4DC4-A6CD-2AD3D14170EB_0,20638,bei Vergnügungsveranstaltungen sinnlos beträchtliche Summen,-15715508,Mhuerten,2025-06-16T08:43:26.511+0200,weitere Vorwürfe,CATMA_9D8A2C3C-FAFB-49B1-825B-C2911B55A40D,,,,Bozen-Brixen,Tatbeschreibung,
174,20915,CATMA_7888AD1D-7EDA-4DC4-A6CD-2AD3D14170EB_1,20786,"Geld [vergeude,] indem er kostspielige Getränke, hauptsächlich den ‚jungen  Damen‘ in abstossender Aufdringlichkeit [aufzwinge].“",-15715508,Mhuerten,2025-06-16T08:43:26.511+0200,weitere Vorwürfe,CATMA_9D8A2C3C-FAFB-49B1-825B-C2911B55A40D,,,,Bozen-Brixen,Tatbeschreibung,
175,20697,CATMA_1E9D6C9C-9792-4948-8624-2C682C17B1C6_0,20638,bei Vergnügungsveranstaltungen sinnlos beträchtliche Summen,-3237659,Mhuerten,2025-06-16T08:44:16.081+0200,Umfeld,CATMA_41E25707-120D-432A-8B27-0E0D8B0E02C4,direkt,,,Bozen-Brixen,Zitat,
176,20915,CATMA_1E9D6C9C-9792-4948-8624-2C682C17B1C6_1,20786,"Geld [vergeude,] indem er kostspielige Getränke, hauptsächlich den ‚jungen  Damen‘ in abstossender Aufdringlichkeit [aufzwinge].“",-3237659,Mhuerten,2025-06-16T08:44:16.081+0200,Umfeld,CATMA_41E25707-120D-432A-8B27-0E0D8B0E02C4,direkt,,,Bozen-Brixen,Zitat,
177,20786,no_annotation_40,20697,"  

#######################

Seite 354

Westpfahl   Spilker   Wastl  München  - 343 -    ",,,,,,,,,Bozen-Brixen,,
178,20958,no_annotation_41,20916, Ob diese Beschwerde Konsequenzen für den ,,,,,,,,,Bozen-Brixen,,
179,20966,CATMA_43CFD98F-7F7F-4350-A746-DB205C04C225,20958,Priester,-7143428,Mhuerten,2025-06-16T08:56:46.912+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Bozen-Brixen,Beschuldigte,
180,21029,no_annotation_42,20966," nach sich gezogen hat,  lässt sich der Akte nicht entnehmen.  ",,,,,,,,,Bozen-Brixen,,
181,21053,CATMA_D6F27B48-9DAA-448F-BFAE-91F128ADD183,21029,Anfang der 1980er Jahre ,-12791831,Mhuerten,2025-06-16T08:45:51.266+0200,Reaktion,CATMA_CF1496D6-1684-4085-B5F6-57DC2B91426C,,,,Bozen-Brixen,Zeit,
182,21449,CATMA_79459E04-2C5D-469C-9B19-6752688F4AA6,21029,"Anfang der 1980er Jahre fand ein Interventionsgespräch zwischen General- vikar Josef Michaeler und dem Priester statt. Es wurde vereinbart, dass dieser  in Österreich eine Entwöhnungskur macht. Danach folgte ein jahrelanger, re- ger Briefwechsel zwischen den beiden. Generalvikar Michaeler erinnerte den  Priester immer wieder an die Abmachungen. Der Priester wiederum reagierte  nur vereinzelt und wenn, dann verspätet.",-9403721,Mhuerten,2025-06-16T08:45:34.018+0200,"Maßnahme, Strafe",CATMA_3A4B3749-0203-4919-9554-D54C3318A625,,,,Bozen-Brixen,Handeln der Bistumsverantwortlichen,Vorgehen
183,21141,CATMA_04A06FD3-F55A-4AA4-A6CC-2D1E81591FA0,21132,Priester ,-7143428,Mhuerten,2025-06-16T08:56:58.464+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Bozen-Brixen,Beschuldigte,
184,21343,CATMA_E48BE523-8294-4EBE-B8A7-CE44D61494C1,21334,Priester ,-7143428,Mhuerten,2025-06-16T08:57:09.133+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Bozen-Brixen,Beschuldigte,
185,21448,CATMA_8AC73B1D-7940-40FB-895D-65F7F3E73713,21376,"Der Priester wiederum reagierte  nur vereinzelt und wenn, dann verspätet",-15389907,Mhuerten,2025-06-16T08:58:38.088+0200,Vertuschung,CATMA_429E64D1-1625-42E3-AA70-C3A0E4AF5E8B,,,,Bozen-Brixen,Handeln der Beschuldigten,
186,21389,CATMA_2BA6A8E4-0510-4D88-A3E1-715A4C7FFC78,21380,Priester ,-7143428,Mhuerten,2025-06-16T08:57:17.477+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Bozen-Brixen,Beschuldigte,
187,21532,no_annotation_43,21449," Er bat jedoch immer wieder darum,  man möge ihm eine eigene Pfarrei anvertrauen.  ",,,,,,,,,Bozen-Brixen,,
188,21642,CATMA_5E448607-5A1A-4CEB-8A4D-CE727D911AB9,21532," Mitte der 1980er Jahre, fiel der Priester erneut wegen „unverschämt[en] Ver- halten[s]“ gegenüber Frauen auf.",-8819905,Mhuerten,2025-06-16T08:52:07.979+0200,Sprache/Gesten/Aufforderungen,CATMA_EDCD3519-38C9-49EA-B042-3CBB9835B96A,,,,Bozen-Brixen,Tatbeschreibung,sexuell
189,21642,CATMA_D9B3875E-B0BB-4011-8D00-A648138C8881,21532," Mitte der 1980er Jahre, fiel der Priester erneut wegen „unverschämt[en] Ver- halten[s]“ gegenüber Frauen auf.",-8773168,Mhuerten,2025-06-16T08:51:39.298+0200,moralische Verurteilung,CATMA_841CE011-ADA3-4952-B2D4-B5EB4D515CB0,,,,Bozen-Brixen,Framing der Taten,
190,21555,CATMA_4DB077B6-CDFB-4356-958E-A938B8B29EAC,21533,Mitte der 1980er Jahre,-1617703,Mhuerten,2025-06-16T08:46:03.718+0200,Tat,CATMA_EFC508B6-1D39-44DB-BF7F-2446A3582795,,,,Bozen-Brixen,Zeit,
191,21575,CATMA_8A612225-446A-478B-88B4-FC9625C4349B,21566,Priester ,-7143428,Mhuerten,2025-06-16T08:57:30.098+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Bozen-Brixen,Beschuldigte,
192,21620,CATMA_AF2C62AC-6944-443A-8CF7-24E9D70F3C34,21588,„unverschämt[en] Ver- halten[s]“,-16199595,Mhuerten,2025-06-16T08:59:55.807+0200,Akten,CATMA_60D697B7-C5D8-41E7-BA69-2DE7E7E71115,,direkt,,Bozen-Brixen,Zitat,
193,21638,CATMA_D8E5E866-70D0-49F4-8AC2-2DB23DE24B18,21630, Frauen ,-11911038,Mhuerten,2025-06-16T08:57:52.953+0200,Alter unklar,CATMA_FC6EDD7D-E034-4C5F-90CC-CFF5F2499E01,implizit,,,Bozen-Brixen,Alter (Betroffene),
194,21637,CATMA_496E1B42-0486-4462-9C99-F68E9AEEC0F0,21631,Frauen,-13288961,Mhuerten,2025-06-16T08:57:40.548+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Bozen-Brixen,Geschlecht (Betroffene),
195,21685,CATMA_B2609ED0-E798-43EA-BF4D-FB3BBE025D5A_0,21641,. In den Folgejahren wurden ihm – wohl pri- ,-9403721,Mhuerten,2025-06-16T08:53:20.702+0200,"Maßnahme, Strafe",CATMA_3A4B3749-0203-4919-9554-D54C3318A625,,,,Bozen-Brixen,Handeln der Bistumsverantwortlichen,Vorgehen
196,22512,CATMA_B2609ED0-E798-43EA-BF4D-FB3BBE025D5A_1,21642," In den Folgejahren wurden ihm – wohl pri- mär bedingt durch den massiven Alkoholkonsum – nach und nach Kompe- tenzen und Zuständigkeiten entzogen. Ende der 1980er Jahre wurde ein rang- hoher Mitarbeiter der Diözese Bozen-Brixen von Bischof Wilhelm Egger per  Dekret damit beauftragt, das Amtsenthebungsverfahren durchzuführen. Der  Priester kam dem jedoch zuvor, indem er auf die von ihm zum damaligen  Zeitpunkt betreute Pfarrei verzichtete und sich auf Veranlassung der Bistums- leitung in psychiatrische Behandlung begab. Nachdem es jedoch auch in der  Behandlung Schwierigkeiten gegeben hatte, wurde der Priester für einige  Monate im Kapuzinerkloster in Brixen untergebracht. Die darauffolgenden  zehn Jahre waren geprägt von Klinikaufenthalten in der Psychiatrie und er- folglosen Versuchen der Bistumsleitung, dem Priester eine geeignete Auf- gabe zu übertragen.",-9403721,Mhuerten,2025-06-16T08:53:20.702+0200,"Maßnahme, Strafe",CATMA_3A4B3749-0203-4919-9554-D54C3318A625,,,,Bozen-Brixen,Handeln der Bistumsverantwortlichen,Vorgehen
197,21983,CATMA_2EB830FE-C54B-4219-9BDD-B86EEC7F5235,21975,Priester,-7143428,Mhuerten,2025-06-16T08:58:13.522+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Bozen-Brixen,Beschuldigte,
198,22225,CATMA_AE8155FD-BFE1-41A1-A028-51EA40334B57_0,22168,Nachdem es jedoch auch in der  Behandlung Schwierigkeiten,-13101205,Mhuerten,2025-06-16T08:53:55.344+0200,nicht spezifizierte Taten,CATMA_B03D4763-9E0C-4E2D-9ACA-DD358DA82669,,,,Bozen-Brixen,Tatbeschreibung,sexuell
199,22239,CATMA_AE8155FD-BFE1-41A1-A028-51EA40334B57_1,22210,Schwierigkeiten gegeben hatte,-13101205,Mhuerten,2025-06-16T08:53:55.344+0200,nicht spezifizierte Taten,CATMA_B03D4763-9E0C-4E2D-9ACA-DD358DA82669,,,,Bozen-Brixen,Tatbeschreibung,sexuell
200,22260,CATMA_2D838ED2-890A-4095-A368-599E19C66341,22251,Priester ,-7143428,Mhuerten,2025-06-16T08:59:22.059+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Bozen-Brixen,Beschuldigte,
201,22472,CATMA_C544EA1C-7229-4FEA-9C48-3E5D10C98FB8,22464,Priester,-7143428,Mhuerten,2025-06-16T08:59:33.461+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Bozen-Brixen,Beschuldigte,
202,22688,no_annotation_44,22512," Im Protokoll der Personalkommission zur Sitzung Ende  der 1980er Jahre heißt es hierzu:  

#######################

Seite 355

Westpfahl   Spilker   Wastl  München  - 344 -   ",,,,,,,,,Bozen-Brixen,,
203,22850,CATMA_989BD893-5540-4126-ACFB-731CFC131309,22688," „Wenn er etwas gut drauf ist, dann ist er völlig unkontrolliert,  vor allem Mädchen und Frauen gegenüber; dies weniger in Ta- ten, als in Worten und Witzen usw.“",-2197479,Mhuerten,2025-06-16T09:00:28.618+0200,Kirchenverantwortliche,CATMA_CEB4499C-C725-4EC8-B9A8-BE935C89C9F1,direkt,,,Bozen-Brixen,Zitat,
204,22698,CATMA_18BF5253-0BD9-42C8-B725-749027ADFC74,22695,er ,-7143428,Mhuerten,2025-06-16T09:00:49.400+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Bozen-Brixen,Beschuldigte,
205,22848,CATMA_EEF15C58-B275-40D1-ADE4-6CAAFAE6F956,22730," völlig unkontrolliert,  vor allem Mädchen und Frauen gegenüber; dies weniger in Ta- ten, als in Worten und Witzen usw",-8819905,Mhuerten,2025-05-12T15:19:44.685+0200,Sprache/Gesten/Aufforderungen,CATMA_EDCD3519-38C9-49EA-B042-3CBB9835B96A,anzügliche Sprache,,,Bozen-Brixen,Tatbeschreibung,sexuell
206,22783,CATMA_C3D343AC-4F08-4B93-9B9E-2DAD6CBD81F3,22765,Mädchen und Frauen,-13288961,Mhuerten,2025-06-16T09:01:18.855+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Bozen-Brixen,Geschlecht (Betroffene),
207,22784,CATMA_7F48BDB7-4EDD-4865-B735-A903E6F8D02E,22765,Mädchen und Frauen ,-11911038,Mhuerten,2025-06-16T09:01:30.198+0200,Alter unklar,CATMA_FC6EDD7D-E034-4C5F-90CC-CFF5F2499E01,,,,Bozen-Brixen,Alter (Betroffene),
208,22852,no_annotation_45,22850,  ,,,,,,,,,Bozen-Brixen,,
209,23195,CATMA_F5B082BA-285B-4C8B-8CC2-322E25F1512A,22852,"Ab Mitte der 1990er Jahre folge eine langwierige bistumsinterne Auseinan- dersetzung betreffend die Pensionsansprüche des Priesters. Anfang der  2010er Jahre drohte Generalvikar Matzneller dem Priester aufgrund anhal- tender Verfehlungen mit der Laisierung. Um welche Art von Verfehlungen es  sich handelte, lässt sich der Akte nicht entnehmen",-9403721,Mhuerten,2025-06-16T09:02:50.284+0200,"Maßnahme, Strafe",CATMA_3A4B3749-0203-4919-9554-D54C3318A625,,,,Bozen-Brixen,Handeln der Bistumsverantwortlichen,Vorgehen
210,23108,CATMA_60A3BFC9-4F2A-43F5-A689-FD92AC2BF044,22985,Anfang der  2010er Jahre drohte Generalvikar Matzneller dem Priester aufgrund anhal- tender Verfehlungen mit der Laisierung,-2197479,Mhuerten,2025-07-04T23:44:30.277+0200,Kirchenverantwortliche,CATMA_CEB4499C-C725-4EC8-B9A8-BE935C89C9F1,indirekt,,,Bozen-Brixen,Zitat,
211,23054,CATMA_E199B477-5F89-4564-8025-89DDE1EFD8F1,23045,Priester ,-7143428,Mhuerten,2025-06-16T09:01:57.868+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Bozen-Brixen,Beschuldigte,
212,23089,CATMA_2975E153-0AFB-4820-B496-139BD7AEE1E1,23054,aufgrund anhal- tender Verfehlungen,-15715508,Mhuerten,2025-07-04T23:43:05.007+0200,weitere Vorwürfe,CATMA_9D8A2C3C-FAFB-49B1-825B-C2911B55A40D,,,,Bozen-Brixen,Tatbeschreibung,
213,23089,CATMA_B4EAFCF6-0558-4F6A-ACEB-A7C43DB5C9DA,23054,aufgrund anhal- tender Verfehlungen,-99329,Mhuerten,2025-07-04T23:44:00.773+0200,verklausuliert,CATMA_C4A505D5-21A7-4196-B2CA-8124DA7CC45F,,,,Bozen-Brixen,Framing der Taten,
214,23195,CATMA_D864DF2D-14D1-4C01-A7D8-CC60622E0666,23110,"Um welche Art von Verfehlungen es  sich handelte, lässt sich der Akte nicht entnehmen",-15715508,Mhuerten,2025-07-04T23:43:13.944+0200,weitere Vorwürfe,CATMA_9D8A2C3C-FAFB-49B1-825B-C2911B55A40D,,,,Bozen-Brixen,Tatbeschreibung,
215,23208,no_annotation_46,23195,.    Fall 3  ,,,,,,,,,Bozen-Brixen,,
216,23212,B-5 ,23208,Der ,-399266,Mhuerten,2025-06-16T09:44:14.645+0200,Start,CATMA_7C23CC13-B5FE-4F69-AAB7-935F31D614C3,,,,Bozen-Brixen,Relevante Textstelle,
217,23221,CATMA_53E8C630-2A1C-4C13-864D-235030540C38,23212,Priester ,-7143428,Mhuerten,2025-06-16T10:11:38.927+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Bozen-Brixen,Beschuldigte,
218,23224,no_annotation_47,23221,war,,,,,,,,,Bozen-Brixen,,
219,23250,CATMA_51C2B700-7DF0-4C17-9693-1DE04FB1CF1E,23224, ab Mitte der 1960er Jahre,-1617703,Mhuerten,2025-06-16T09:44:45.142+0200,Tat,CATMA_EFC508B6-1D39-44DB-BF7F-2446A3582795,,,,Bozen-Brixen,Zeit,
220,23251,no_annotation_48,23250, ,,,,,,,,,Bozen-Brixen,,
221,23278,CATMA_9CEE24C1-42DC-4E65-AED4-8E8B382FA749,23251,Kooperator in einer Pfarrei,-8672679,Mhuerten,2025-06-16T09:44:58.315+0200,Pfarrei,CATMA_694236AD-35A4-493B-B295-5526303EA538,,,,Bozen-Brixen,Tatkonstellation,Seelsorge
222,23280,no_annotation_49,23278,. ,,,,,,,,,Bozen-Brixen,,
223,23686,CATMA_8209F540-BA83-495F-9C7A-8A6FDE87C8D7,23280,In ei- nem Kooperatorenbericht des zuständigen Pfarrers aus dieser Zeit heißt es  unter anderem:  „Hat sich vergangen mit einem Schulmädchen. fortiter tan- gendo eius pudendu super vestem (in schola). [Anm. der Be- richterstatter.: Er berührte kräftig ihre Schamgegend über der  Kleidung (in der Schule)] Dieses scandalum und […] sprechen  für eine Versetzung. Um was Gefertigter auch ergebenst er- sucht.“,-3046417,Mhuerten,2025-06-16T09:50:20.829+0200,Meldung (Umfeld),CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,,,,Bozen-Brixen,Handeln des Umfelds,
224,23687,CATMA_9EF63215-CF03-4B8D-B068-7E47E6C87895,23378,„Hat sich vergangen mit einem Schulmädchen. fortiter tan- gendo eius pudendu super vestem (in schola). [Anm. der Be- richterstatter.: Er berührte kräftig ihre Schamgegend über der  Kleidung (in der Schule)] Dieses scandalum und […] sprechen  für eine Versetzung. Um was Gefertigter auch ergebenst er- sucht.“ ,-15984401,Mhuerten,2025-06-16T09:45:14.382+0200,Kirchliche MA,CATMA_C7FD72D9-E1C1-4C3F-8C4D-6E7BD621692E,direkt,,,Bozen-Brixen,Zitat,
225,23420,CATMA_C4BAE400-C575-4952-82F9-6F2885A48528,23379,Hat sich vergangen mit einem Schulmädchen,-11892824,Mhuerten,2025-06-16T09:47:52.607+0200,Verhältnis nicht weiter spezifiziert,CATMA_D6813191-08A6-4B4A-AE8E-7E4B8D5A86AC,,,,Bozen-Brixen,Framing der Taten,Verhältnis
226,23584,CATMA_7FCB530F-0949-47EA-9AD6-F6C575282B4F,23379,Hat sich vergangen mit einem Schulmädchen. fortiter tan- gendo eius pudendu super vestem (in schola). [Anm. der Be- richterstatter.: Er berührte kräftig ihre Schamgegend über der  Kleidung (in der Schule)],-7797647,Mhuerten,2025-06-16T09:48:35.277+0200,Berührungen,CATMA_B89C553C-65ED-4920-BEF9-FA4A79BF5EC9,,,,Bozen-Brixen,Tatbeschreibung,sexuell
227,23420,CATMA_63B28AC0-D01B-4178-BB60-F00962A3402D,23408,Schulmädchen,-13288961,Mhuerten,2025-06-16T10:54:54.684+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Bozen-Brixen,Geschlecht (Betroffene),
228,23420,CATMA_362D0322-10C2-44D1-A262-C5A721696F91,23408,Schulmädchen,-14472051,Mhuerten,2025-06-16T10:55:24.931+0200,Minderjährigkeit nicht spezifiziert,CATMA_6B79399D-5227-4BAC-87F4-8ACBFC243998,,,,Bozen-Brixen,Alter (Betroffene),minderjährig
229,23479,CATMA_E8715806-8825-4BEC-BB8E-830FA9CFB9BD,23421, fortiter tan- gendo eius pudendu super vestem (in schola),-99329,Mhuerten,2025-06-16T09:48:04.804+0200,verklausuliert,CATMA_C4A505D5-21A7-4196-B2CA-8124DA7CC45F,,,,Bozen-Brixen,Framing der Taten,
230,23602,CATMA_A1BBE179-A4D9-4381-8553-FBB9DB6BB065,23592,scandalum ,-8773168,Mhuerten,2025-06-16T09:49:25.831+0200,moralische Verurteilung,CATMA_841CE011-ADA3-4952-B2D4-B5EB4D515CB0,,,,Bozen-Brixen,Framing der Taten,
231,23601,CATMA_703E56A8-86E0-4573-9C81-257257531A28,23592,scandalum,-99329,Mhuerten,2025-06-16T09:48:52.202+0200,verklausuliert,CATMA_C4A505D5-21A7-4196-B2CA-8124DA7CC45F,,,,Bozen-Brixen,Framing der Taten,
232,23688,no_annotation_50,23687, ,,,,,,,,,Bozen-Brixen,,
233,23860,CATMA_7C4B7A78-F2FB-4104-933A-335A856BF6C8,23688,"Die gewünschte Versetzung erfolgte offenbar, da der ein Jahr später vorge- legte Kooperatorenbericht hinsichtlich des Priesters bereits aus einer ande- ren Gemeinde stammt.",-9403721,Mhuerten,2025-06-16T09:49:51.382+0200,"Maßnahme, Strafe",CATMA_3A4B3749-0203-4919-9554-D54C3318A625,,,,Bozen-Brixen,Handeln der Bistumsverantwortlichen,Vorgehen
234,23950,no_annotation_51,23860,"   

#######################

Seite 356

Westpfahl   Spilker   Wastl  München  - 345 -    ",,,,,,,,,Bozen-Brixen,,
235,23965,CATMA_CC3BE837-4807-4B89-97D6-F5B13D2BD33E,23950,Ende der 1970er,-4884623,Mhuerten,2025-06-16T10:28:49.231+0200,Meldung,CATMA_607EF6E2-A9A4-4A08-8A52-1EEDF1AF140A,,,,Bozen-Brixen,Zeit,
236,24009,no_annotation_52,23965, Jahre gingen bei Bischof  Joseph Gargitter ,,,,,,,,,Bozen-Brixen,,
237,24038,CATMA_EF91F3FB-153D-4B71-9B39-C64D6B96C8E6,24009,mehrere Be- schwerdeschreiben,-3046417,Mhuerten,2025-06-16T10:33:47.441+0200,Meldung (Umfeld),CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,,,,Bozen-Brixen,Handeln des Umfelds,
238,24048,no_annotation_53,24038, über den ,,,,,,,,,Bozen-Brixen,,
239,24057,CATMA_951788B5-3244-4A0E-AA19-7BC93691BE8C,24048,Priester ,-7143428,Mhuerten,2025-06-16T10:28:56.642+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Bozen-Brixen,Beschuldigte,
240,24085,no_annotation_54,24057,ein. Zu dieser Zeit war der ,,,,,,,,,Bozen-Brixen,,
241,24093,CATMA_E268F940-FBB8-47ED-9A1C-EB1589CE8F4D,24085,Priester,-7143428,Mhuerten,2025-06-16T10:32:28.374+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Bozen-Brixen,Beschuldigte,
242,24105,no_annotation_55,24093, of- fenbar ,,,,,,,,,Bozen-Brixen,,
243,24132,CATMA_7B5919A8-B25B-4EC2-98CF-58D83781BC7A,24105,Direktor einer Mittelschule,-13755060,Mhuerten,2025-06-16T10:32:56.408+0200,weitere Tatkonstellationen,CATMA_E90C90C6-D5C0-4037-B445-C69EE32C0DD8,,,,Bozen-Brixen,Tatkonstellation,
244,24134,no_annotation_56,24132,. ,,,,,,,,,Bozen-Brixen,,
245,24231,CATMA_D11399E3-2A4B-4F8A-8E2D-581AEFE774AB,24134,Unter anderem wird die Thematisierung  von Sexualität im Unterricht als besorgniserregend gesehen,-15715508,Mhuerten,2025-06-16T10:33:33.238+0200,weitere Vorwürfe,CATMA_9D8A2C3C-FAFB-49B1-825B-C2911B55A40D,,,,Bozen-Brixen,Tatbeschreibung,
246,24257,no_annotation_57,24231,.   Ein Jahr später wurde ,,,,,,,,,Bozen-Brixen,,
247,24999,CATMA_AF0513AE-7444-4799-8B11-4CEEE8266A0C,24257,"in einem Schreiben ohne eindeutig erkennbaren Ab- sender (vermutlich der Bürgermeister der Gemeinde, in der der Priester tätig  war) und Empfänger unter anderem Folgendes mitgeteilt:  „[…]  5) Sein Verhalten Mädchen gegenüber:  - Der Braut des […] hat der Pfarrer im Gasthaus öffentlich hinter  die Bluse gegriffen und dabei gesagt: hier ist eine schöne Welt…  Ein anderes Mal hat er dasselbe Mädchen im Geschäft angegrif- fen… Der […] hat den Pfarrer daraufhin gepackt: wenn Du unsere  Mädchen nicht in Ruhe läßt, schlage ich dich krankenhausreif…  daraufhin ist es besser geworden.  - Die Nichte des […] hat er in der Bücherei mehrmals […] abge- griffen… das Mädchen hat es der Mutter geklagt und sie ist nie  mehr in die Bücherei.  […].“  ",-3046417,Mhuerten,2025-06-16T10:34:18.338+0200,Meldung (Umfeld),CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,,,,Bozen-Brixen,Handeln des Umfelds,
248,24378,CATMA_431049E9-7121-47D9-89C5-BF023607ABA7,24369,Priester ,-7143428,Mhuerten,2025-06-16T10:34:33.451+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Bozen-Brixen,Beschuldigte,
