,start,end,id,text,tag_type_id,tag_type,catma_markupauthor,catma_markuptimestamp,catma_displaycolor,Belegung,Art,Bestimmung_Umfeld
344,19973,19981,CATMA_71E7CB90-0582-4B24-BD7B-1507F7264F17,Priester,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,Kleriker,Mhuerten,2025-06-16T08:56:19.587+0200,-7143428,,,
345,19973,19981,CATMA_40002C8B-8AEF-45D1-AD42-7B379D61C039,Priester,CATMA_994AD716-6C79-49B1-B48A-11AEB8300355,Gefahr für priesterliches Ansehen,Mhuerten,2025-06-16T08:37:38.707+0200,-12837044,,,
346,19973,19981,CATMA_30E052B5-42E3-4845-A386-5D6AA1E69992,Priester,CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T09:51:53.195+0200,-3046417,,,
347,19973,19981,CATMA_4F820F0A-9AAF-44D7-A3F7-E31EBC45CFE4,Priester,CATMA_C7FD72D9-E1C1-4C3F-8C4D-6E7BD621692E,Kirchliche MA,Mhuerten,2025-06-14T19:19:52.806+0200,-15984401,direkt,,
348,19981,19986,CATMA_40002C8B-8AEF-45D1-AD42-7B379D61C039,] in ,CATMA_994AD716-6C79-49B1-B48A-11AEB8300355,Gefahr für priesterliches Ansehen,Mhuerten,2025-06-16T08:37:38.707+0200,-12837044,,,
349,19981,19986,CATMA_30E052B5-42E3-4845-A386-5D6AA1E69992,] in ,CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T09:51:53.195+0200,-3046417,,,
350,19981,19986,CATMA_4F820F0A-9AAF-44D7-A3F7-E31EBC45CFE4,] in ,CATMA_C7FD72D9-E1C1-4C3F-8C4D-6E7BD621692E,Kirchliche MA,Mhuerten,2025-06-14T19:19:52.806+0200,-15984401,direkt,,
351,19986,20047,CATMA_40002C8B-8AEF-45D1-AD42-7B379D61C039,seinen gesellschaft- lichen Beziehungen weit über das rechte ,CATMA_994AD716-6C79-49B1-B48A-11AEB8300355,Gefahr für priesterliches Ansehen,Mhuerten,2025-06-16T08:37:38.707+0200,-12837044,,,
352,19986,20047,CATMA_30E052B5-42E3-4845-A386-5D6AA1E69992,seinen gesellschaft- lichen Beziehungen weit über das rechte ,CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T09:51:53.195+0200,-3046417,,,
353,19986,20047,CATMA_4F820F0A-9AAF-44D7-A3F7-E31EBC45CFE4,seinen gesellschaft- lichen Beziehungen weit über das rechte ,CATMA_C7FD72D9-E1C1-4C3F-8C4D-6E7BD621692E,Kirchliche MA,Mhuerten,2025-06-14T19:19:52.806+0200,-15984401,direkt,,
354,20047,20052,CATMA_40002C8B-8AEF-45D1-AD42-7B379D61C039,Mass ,CATMA_994AD716-6C79-49B1-B48A-11AEB8300355,Gefahr für priesterliches Ansehen,Mhuerten,2025-06-16T08:37:38.707+0200,-12837044,,,
355,20047,20052,CATMA_30E052B5-42E3-4845-A386-5D6AA1E69992,Mass ,CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T09:51:53.195+0200,-3046417,,,
356,20047,20052,CATMA_4F820F0A-9AAF-44D7-A3F7-E31EBC45CFE4,Mass ,CATMA_C7FD72D9-E1C1-4C3F-8C4D-6E7BD621692E,Kirchliche MA,Mhuerten,2025-06-14T19:19:52.806+0200,-15984401,direkt,,
357,20052,20112,CATMA_40002C8B-8AEF-45D1-AD42-7B379D61C039,"[sic!] hinausrast,  wobei sich Situationen ergeben, die das ",CATMA_994AD716-6C79-49B1-B48A-11AEB8300355,Gefahr für priesterliches Ansehen,Mhuerten,2025-06-16T08:37:38.707+0200,-12837044,,,
358,20052,20112,CATMA_30E052B5-42E3-4845-A386-5D6AA1E69992,"[sic!] hinausrast,  wobei sich Situationen ergeben, die das ",CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T09:51:53.195+0200,-3046417,,,
359,20052,20112,CATMA_4F820F0A-9AAF-44D7-A3F7-E31EBC45CFE4,"[sic!] hinausrast,  wobei sich Situationen ergeben, die das ",CATMA_C7FD72D9-E1C1-4C3F-8C4D-6E7BD621692E,Kirchliche MA,Mhuerten,2025-06-14T19:19:52.806+0200,-15984401,direkt,,
360,20112,20126,CATMA_40002C8B-8AEF-45D1-AD42-7B379D61C039,priesterliche ,CATMA_994AD716-6C79-49B1-B48A-11AEB8300355,Gefahr für priesterliches Ansehen,Mhuerten,2025-06-16T08:37:38.707+0200,-12837044,,,
361,20112,20126,CATMA_30E052B5-42E3-4845-A386-5D6AA1E69992,priesterliche ,CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T09:51:53.195+0200,-3046417,,,
362,20112,20126,CATMA_4F820F0A-9AAF-44D7-A3F7-E31EBC45CFE4,priesterliche ,CATMA_C7FD72D9-E1C1-4C3F-8C4D-6E7BD621692E,Kirchliche MA,Mhuerten,2025-06-14T19:19:52.806+0200,-15984401,direkt,,
363,20126,20152,CATMA_40002C8B-8AEF-45D1-AD42-7B379D61C039,Ansehen  völlig zerstören.,CATMA_994AD716-6C79-49B1-B48A-11AEB8300355,Gefahr für priesterliches Ansehen,Mhuerten,2025-06-16T08:37:38.707+0200,-12837044,,,
364,20126,20152,CATMA_30E052B5-42E3-4845-A386-5D6AA1E69992,Ansehen  völlig zerstören.,CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T09:51:53.195+0200,-3046417,,,
365,20126,20152,CATMA_4F820F0A-9AAF-44D7-A3F7-E31EBC45CFE4,Ansehen  völlig zerstören.,CATMA_C7FD72D9-E1C1-4C3F-8C4D-6E7BD621692E,Kirchliche MA,Mhuerten,2025-06-14T19:19:52.806+0200,-15984401,direkt,,
366,20152,20177,CATMA_30E052B5-42E3-4845-A386-5D6AA1E69992,   3. Schon voriges Jahr ,CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T09:51:53.195+0200,-3046417,,,
367,20152,20177,CATMA_4F820F0A-9AAF-44D7-A3F7-E31EBC45CFE4,   3. Schon voriges Jahr ,CATMA_C7FD72D9-E1C1-4C3F-8C4D-6E7BD621692E,Kirchliche MA,Mhuerten,2025-06-14T19:19:52.806+0200,-15984401,direkt,,
368,20177,20188,CATMA_30E052B5-42E3-4845-A386-5D6AA1E69992,hatte [der ,CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T09:51:53.195+0200,-3046417,,,
369,20177,20188,CATMA_4F820F0A-9AAF-44D7-A3F7-E31EBC45CFE4,hatte [der ,CATMA_C7FD72D9-E1C1-4C3F-8C4D-6E7BD621692E,Kirchliche MA,Mhuerten,2025-06-14T19:19:52.806+0200,-15984401,direkt,,
370,20188,20196,CATMA_30E052B5-42E3-4845-A386-5D6AA1E69992,Priester,CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T09:51:53.195+0200,-3046417,,,
371,20188,20196,CATMA_9087E499-CFDB-4956-A33F-3D0DA199B0CF,Priester,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,Kleriker,Mhuerten,2025-06-16T08:54:40.153+0200,-7143428,,,
372,20188,20196,CATMA_4F820F0A-9AAF-44D7-A3F7-E31EBC45CFE4,Priester,CATMA_C7FD72D9-E1C1-4C3F-8C4D-6E7BD621692E,Kirchliche MA,Mhuerten,2025-06-14T19:19:52.806+0200,-15984401,direkt,,
373,20196,20197,CATMA_30E052B5-42E3-4845-A386-5D6AA1E69992,],CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T09:51:53.195+0200,-3046417,,,
374,20196,20197,CATMA_4F820F0A-9AAF-44D7-A3F7-E31EBC45CFE4,],CATMA_C7FD72D9-E1C1-4C3F-8C4D-6E7BD621692E,Kirchliche MA,Mhuerten,2025-06-14T19:19:52.806+0200,-15984401,direkt,,
375,20197,20198,CATMA_30E052B5-42E3-4845-A386-5D6AA1E69992, ,CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T09:51:53.195+0200,-3046417,,,
376,20197,20198,CATMA_4F820F0A-9AAF-44D7-A3F7-E31EBC45CFE4, ,CATMA_C7FD72D9-E1C1-4C3F-8C4D-6E7BD621692E,Kirchliche MA,Mhuerten,2025-06-14T19:19:52.806+0200,-15984401,direkt,,
377,20197,20198,CATMA_1C3C16EC-9569-4681-9882-FBC33A758BC1, ,CATMA_50A0D4BB-ADD4-4E01-9966-1E4F455B51A0,Dienstverhältnis,Mhuerten,2025-06-16T08:46:45.573+0200,-12949340,,,
378,20198,20223,CATMA_30E052B5-42E3-4845-A386-5D6AA1E69992,freundliche Beziehun- gen,CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T09:51:53.195+0200,-3046417,,,
379,20198,20223,CATMA_4F820F0A-9AAF-44D7-A3F7-E31EBC45CFE4,freundliche Beziehun- gen,CATMA_C7FD72D9-E1C1-4C3F-8C4D-6E7BD621692E,Kirchliche MA,Mhuerten,2025-06-14T19:19:52.806+0200,-15984401,direkt,,
380,20198,20223,CATMA_1C3C16EC-9569-4681-9882-FBC33A758BC1,freundliche Beziehun- gen,CATMA_50A0D4BB-ADD4-4E01-9966-1E4F455B51A0,Dienstverhältnis,Mhuerten,2025-06-16T08:46:45.573+0200,-12949340,,,
381,20198,20223,CATMA_3B80CB80-5EBF-4D81-9F5B-C2F5EEF28003,freundliche Beziehun- gen,CATMA_D6813191-08A6-4B4A-AE8E-7E4B8D5A86AC,Verhältnis nicht weiter spezifiziert,Mhuerten,2025-06-16T08:41:58.666+0200,-11892824,,,
382,20223,20227,CATMA_30E052B5-42E3-4845-A386-5D6AA1E69992, zu ,CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T09:51:53.195+0200,-3046417,,,
383,20223,20227,CATMA_4F820F0A-9AAF-44D7-A3F7-E31EBC45CFE4, zu ,CATMA_C7FD72D9-E1C1-4C3F-8C4D-6E7BD621692E,Kirchliche MA,Mhuerten,2025-06-14T19:19:52.806+0200,-15984401,direkt,,
384,20223,20227,CATMA_3B80CB80-5EBF-4D81-9F5B-C2F5EEF28003, zu ,CATMA_D6813191-08A6-4B4A-AE8E-7E4B8D5A86AC,Verhältnis nicht weiter spezifiziert,Mhuerten,2025-06-16T08:41:58.666+0200,-11892824,,,
385,20227,20235,CATMA_4C40196F-51C5-44C4-96F3-8EA5E5D8DA9E,Mädchen ,CATMA_FC6EDD7D-E034-4C5F-90CC-CFF5F2499E01,Alter unklar,Mhuerten,2025-06-16T08:39:28.632+0200,-11911038,implizit,,
386,20227,20235,CATMA_30E052B5-42E3-4845-A386-5D6AA1E69992,Mädchen ,CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T09:51:53.195+0200,-3046417,,,
387,20227,20235,CATMA_4688A35E-2EAF-4B4A-B095-3E8DD52E2EC6,Mädchen ,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,weiblich,Mhuerten,2025-06-16T08:38:22.726+0200,-13288961,,,
388,20227,20235,CATMA_4F820F0A-9AAF-44D7-A3F7-E31EBC45CFE4,Mädchen ,CATMA_C7FD72D9-E1C1-4C3F-8C4D-6E7BD621692E,Kirchliche MA,Mhuerten,2025-06-14T19:19:52.806+0200,-15984401,direkt,,
389,20227,20235,CATMA_3B80CB80-5EBF-4D81-9F5B-C2F5EEF28003,Mädchen ,CATMA_D6813191-08A6-4B4A-AE8E-7E4B8D5A86AC,Verhältnis nicht weiter spezifiziert,Mhuerten,2025-06-16T08:41:58.666+0200,-11892824,,,
390,20235,20243,CATMA_30E052B5-42E3-4845-A386-5D6AA1E69992,"aus […],",CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T09:51:53.195+0200,-3046417,,,
391,20235,20243,CATMA_4F820F0A-9AAF-44D7-A3F7-E31EBC45CFE4,"aus […],",CATMA_C7FD72D9-E1C1-4C3F-8C4D-6E7BD621692E,Kirchliche MA,Mhuerten,2025-06-14T19:19:52.806+0200,-15984401,direkt,,
392,20235,20243,CATMA_3B80CB80-5EBF-4D81-9F5B-C2F5EEF28003,"aus […],",CATMA_D6813191-08A6-4B4A-AE8E-7E4B8D5A86AC,Verhältnis nicht weiter spezifiziert,Mhuerten,2025-06-16T08:41:58.666+0200,-11892824,,,
393,20243,20244,CATMA_30E052B5-42E3-4845-A386-5D6AA1E69992, ,CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T09:51:53.195+0200,-3046417,,,
394,20243,20244,CATMA_4F820F0A-9AAF-44D7-A3F7-E31EBC45CFE4, ,CATMA_C7FD72D9-E1C1-4C3F-8C4D-6E7BD621692E,Kirchliche MA,Mhuerten,2025-06-14T19:19:52.806+0200,-15984401,direkt,,
395,20243,20244,CATMA_3B80CB80-5EBF-4D81-9F5B-C2F5EEF28003, ,CATMA_D6813191-08A6-4B4A-AE8E-7E4B8D5A86AC,Verhältnis nicht weiter spezifiziert,Mhuerten,2025-06-16T08:41:58.666+0200,-11892824,,,
396,20244,20252,CATMA_8D1452A5-360A-42FE-9564-C1C3009723C2,Cousinen,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,weiblich,Mhuerten,2025-06-16T08:39:42.548+0200,-13288961,,,
397,20244,20252,CATMA_7FF925A2-4201-4F62-94D5-3EB4F739FAF4,Cousinen,CATMA_FC6EDD7D-E034-4C5F-90CC-CFF5F2499E01,Alter unklar,Mhuerten,2025-06-16T08:39:51.534+0200,-11911038,,,
398,20244,20252,CATMA_30E052B5-42E3-4845-A386-5D6AA1E69992,Cousinen,CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T09:51:53.195+0200,-3046417,,,
399,20244,20252,CATMA_4F820F0A-9AAF-44D7-A3F7-E31EBC45CFE4,Cousinen,CATMA_C7FD72D9-E1C1-4C3F-8C4D-6E7BD621692E,Kirchliche MA,Mhuerten,2025-06-14T19:19:52.806+0200,-15984401,direkt,,
400,20244,20252,CATMA_3B80CB80-5EBF-4D81-9F5B-C2F5EEF28003,Cousinen,CATMA_D6813191-08A6-4B4A-AE8E-7E4B8D5A86AC,Verhältnis nicht weiter spezifiziert,Mhuerten,2025-06-16T08:41:58.666+0200,-11892824,,,
401,20252,20254,CATMA_30E052B5-42E3-4845-A386-5D6AA1E69992,", ",CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T09:51:53.195+0200,-3046417,,,
402,20252,20254,CATMA_4F820F0A-9AAF-44D7-A3F7-E31EBC45CFE4,", ",CATMA_C7FD72D9-E1C1-4C3F-8C4D-6E7BD621692E,Kirchliche MA,Mhuerten,2025-06-14T19:19:52.806+0200,-15984401,direkt,,
403,20252,20254,CATMA_3B80CB80-5EBF-4D81-9F5B-C2F5EEF28003,", ",CATMA_D6813191-08A6-4B4A-AE8E-7E4B8D5A86AC,Verhältnis nicht weiter spezifiziert,Mhuerten,2025-06-16T08:41:58.666+0200,-11892824,,,
404,20254,20277,CATMA_30E052B5-42E3-4845-A386-5D6AA1E69992,zur Häuserin des Herrn ,CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T09:51:53.195+0200,-3046417,,,
405,20254,20277,CATMA_12FE7BB5-1F56-44EB-8FC0-C9E1957660F7,zur Häuserin des Herrn ,CATMA_FC6EDD7D-E034-4C5F-90CC-CFF5F2499E01,Alter unklar,Mhuerten,2025-06-16T10:56:30.646+0200,-11911038,,,
406,20254,20277,CATMA_A8A5465E-5F4B-4B26-9019-A3B56B32D38B,zur Häuserin des Herrn ,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,weiblich,Mhuerten,2025-06-16T08:40:16.750+0200,-13288961,,,
407,20254,20277,CATMA_4F820F0A-9AAF-44D7-A3F7-E31EBC45CFE4,zur Häuserin des Herrn ,CATMA_C7FD72D9-E1C1-4C3F-8C4D-6E7BD621692E,Kirchliche MA,Mhuerten,2025-06-14T19:19:52.806+0200,-15984401,direkt,,
408,20254,20277,CATMA_1C3C16EC-9569-4681-9882-FBC33A758BC1,zur Häuserin des Herrn ,CATMA_50A0D4BB-ADD4-4E01-9966-1E4F455B51A0,Dienstverhältnis,Mhuerten,2025-06-16T08:46:45.573+0200,-12949340,,,
409,20254,20277,CATMA_3B80CB80-5EBF-4D81-9F5B-C2F5EEF28003,zur Häuserin des Herrn ,CATMA_D6813191-08A6-4B4A-AE8E-7E4B8D5A86AC,Verhältnis nicht weiter spezifiziert,Mhuerten,2025-06-16T08:41:58.666+0200,-11892824,,,
410,20277,20287,CATMA_30E052B5-42E3-4845-A386-5D6AA1E69992,Pfar- rers,CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T09:51:53.195+0200,-3046417,,,
411,20277,20287,CATMA_12FE7BB5-1F56-44EB-8FC0-C9E1957660F7,Pfar- rers,CATMA_FC6EDD7D-E034-4C5F-90CC-CFF5F2499E01,Alter unklar,Mhuerten,2025-06-16T10:56:30.646+0200,-11911038,,,
412,20277,20287,CATMA_A8A5465E-5F4B-4B26-9019-A3B56B32D38B,Pfar- rers,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,weiblich,Mhuerten,2025-06-16T08:40:16.750+0200,-13288961,,,
413,20277,20287,CATMA_4F820F0A-9AAF-44D7-A3F7-E31EBC45CFE4,Pfar- rers,CATMA_C7FD72D9-E1C1-4C3F-8C4D-6E7BD621692E,Kirchliche MA,Mhuerten,2025-06-14T19:19:52.806+0200,-15984401,direkt,,
414,20277,20287,CATMA_1C3C16EC-9569-4681-9882-FBC33A758BC1,Pfar- rers,CATMA_50A0D4BB-ADD4-4E01-9966-1E4F455B51A0,Dienstverhältnis,Mhuerten,2025-06-16T08:46:45.573+0200,-12949340,,,
415,20277,20287,CATMA_3B80CB80-5EBF-4D81-9F5B-C2F5EEF28003,Pfar- rers,CATMA_D6813191-08A6-4B4A-AE8E-7E4B8D5A86AC,Verhältnis nicht weiter spezifiziert,Mhuerten,2025-06-16T08:41:58.666+0200,-11892824,,,
416,20287,20288,CATMA_30E052B5-42E3-4845-A386-5D6AA1E69992, ,CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T09:51:53.195+0200,-3046417,,,
417,20287,20288,CATMA_A8A5465E-5F4B-4B26-9019-A3B56B32D38B, ,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,weiblich,Mhuerten,2025-06-16T08:40:16.750+0200,-13288961,,,
418,20287,20288,CATMA_4F820F0A-9AAF-44D7-A3F7-E31EBC45CFE4, ,CATMA_C7FD72D9-E1C1-4C3F-8C4D-6E7BD621692E,Kirchliche MA,Mhuerten,2025-06-14T19:19:52.806+0200,-15984401,direkt,,
419,20287,20288,CATMA_3B80CB80-5EBF-4D81-9F5B-C2F5EEF28003, ,CATMA_D6813191-08A6-4B4A-AE8E-7E4B8D5A86AC,Verhältnis nicht weiter spezifiziert,Mhuerten,2025-06-16T08:41:58.666+0200,-11892824,,,
420,20288,20292,CATMA_30E052B5-42E3-4845-A386-5D6AA1E69992,"[…],",CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T09:51:53.195+0200,-3046417,,,
421,20288,20292,CATMA_4F820F0A-9AAF-44D7-A3F7-E31EBC45CFE4,"[…],",CATMA_C7FD72D9-E1C1-4C3F-8C4D-6E7BD621692E,Kirchliche MA,Mhuerten,2025-06-14T19:19:52.806+0200,-15984401,direkt,,
422,20288,20292,CATMA_3B80CB80-5EBF-4D81-9F5B-C2F5EEF28003,"[…],",CATMA_D6813191-08A6-4B4A-AE8E-7E4B8D5A86AC,Verhältnis nicht weiter spezifiziert,Mhuerten,2025-06-16T08:41:58.666+0200,-11892824,,,
423,20292,20293,CATMA_30E052B5-42E3-4845-A386-5D6AA1E69992, ,CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T09:51:53.195+0200,-3046417,,,
424,20292,20293,CATMA_4F820F0A-9AAF-44D7-A3F7-E31EBC45CFE4, ,CATMA_C7FD72D9-E1C1-4C3F-8C4D-6E7BD621692E,Kirchliche MA,Mhuerten,2025-06-14T19:19:52.806+0200,-15984401,direkt,,
425,20293,20306,CATMA_30E052B5-42E3-4845-A386-5D6AA1E69992,"Beziehungen, ",CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T09:51:53.195+0200,-3046417,,,
426,20293,20306,CATMA_1F7FBBBC-0726-4AFC-A8DF-3E8F2036EF6A,"Beziehungen, ",CATMA_994AD716-6C79-49B1-B48A-11AEB8300355,Gefahr für priesterliches Ansehen,Mhuerten,2025-06-16T08:42:21.678+0200,-12837044,,,
427,20293,20306,CATMA_4F820F0A-9AAF-44D7-A3F7-E31EBC45CFE4,"Beziehungen, ",CATMA_C7FD72D9-E1C1-4C3F-8C4D-6E7BD621692E,Kirchliche MA,Mhuerten,2025-06-14T19:19:52.806+0200,-15984401,direkt,,
428,20306,20357,CATMA_30E052B5-42E3-4845-A386-5D6AA1E69992,"über die sich Leute aus […] gewundert  haben, wenn ",CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T09:51:53.195+0200,-3046417,,,
429,20306,20357,CATMA_1F7FBBBC-0726-4AFC-A8DF-3E8F2036EF6A,"über die sich Leute aus […] gewundert  haben, wenn ",CATMA_994AD716-6C79-49B1-B48A-11AEB8300355,Gefahr für priesterliches Ansehen,Mhuerten,2025-06-16T08:42:21.678+0200,-12837044,,,
430,20306,20357,CATMA_4F820F0A-9AAF-44D7-A3F7-E31EBC45CFE4,"über die sich Leute aus […] gewundert  haben, wenn ",CATMA_C7FD72D9-E1C1-4C3F-8C4D-6E7BD621692E,Kirchliche MA,Mhuerten,2025-06-14T19:19:52.806+0200,-15984401,direkt,,
431,20357,20370,CATMA_30E052B5-42E3-4845-A386-5D6AA1E69992,er mit ihnen ,CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T09:51:53.195+0200,-3046417,,,
432,20357,20370,CATMA_1F7FBBBC-0726-4AFC-A8DF-3E8F2036EF6A,er mit ihnen ,CATMA_994AD716-6C79-49B1-B48A-11AEB8300355,Gefahr für priesterliches Ansehen,Mhuerten,2025-06-16T08:42:21.678+0200,-12837044,,,
433,20357,20370,CATMA_4F820F0A-9AAF-44D7-A3F7-E31EBC45CFE4,er mit ihnen ,CATMA_C7FD72D9-E1C1-4C3F-8C4D-6E7BD621692E,Kirchliche MA,Mhuerten,2025-06-14T19:19:52.806+0200,-15984401,direkt,,
434,20370,20394,CATMA_30E052B5-42E3-4845-A386-5D6AA1E69992,dort in […] zu sehen war,CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T09:51:53.195+0200,-3046417,,,
435,20370,20394,CATMA_1F7FBBBC-0726-4AFC-A8DF-3E8F2036EF6A,dort in […] zu sehen war,CATMA_994AD716-6C79-49B1-B48A-11AEB8300355,Gefahr für priesterliches Ansehen,Mhuerten,2025-06-16T08:42:21.678+0200,-12837044,,,
436,20370,20394,CATMA_4F820F0A-9AAF-44D7-A3F7-E31EBC45CFE4,dort in […] zu sehen war,CATMA_C7FD72D9-E1C1-4C3F-8C4D-6E7BD621692E,Kirchliche MA,Mhuerten,2025-06-14T19:19:52.806+0200,-15984401,direkt,,
437,20394,20396,CATMA_30E052B5-42E3-4845-A386-5D6AA1E69992,.“,CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T09:51:53.195+0200,-3046417,,,
438,20394,20396,CATMA_4F820F0A-9AAF-44D7-A3F7-E31EBC45CFE4,.“,CATMA_C7FD72D9-E1C1-4C3F-8C4D-6E7BD621692E,Kirchliche MA,Mhuerten,2025-06-14T19:19:52.806+0200,-15984401,direkt,,
439,20396,20398,no_annotation_38,  ,,,,,,,,
440,20398,20412,CATMA_81D84844-1465-4F19-BF2C-2E8E4E733FA3,Das Alter der ,CATMA_FC6EDD7D-E034-4C5F-90CC-CFF5F2499E01,Alter unklar,Mhuerten,2025-06-16T08:42:37.474+0200,-11911038,,,
441,20412,20421,CATMA_81D84844-1465-4F19-BF2C-2E8E4E733FA3,„Mädchen“,CATMA_FC6EDD7D-E034-4C5F-90CC-CFF5F2499E01,Alter unklar,Mhuerten,2025-06-16T08:42:37.474+0200,-11911038,,,
442,20412,20421,CATMA_3CB858D4-3100-485C-8E92-F2C449383DB2,„Mädchen“,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,weiblich,Mhuerten,2025-06-16T08:42:50.152+0200,-13288961,,,
443,20421,20435,CATMA_81D84844-1465-4F19-BF2C-2E8E4E733FA3, geht aus dem ,CATMA_FC6EDD7D-E034-4C5F-90CC-CFF5F2499E01,Alter unklar,Mhuerten,2025-06-16T08:42:37.474+0200,-11911038,,,
444,20435,20472,CATMA_81D84844-1465-4F19-BF2C-2E8E4E733FA3,vorgenannten Schreiben nicht her- vor,CATMA_FC6EDD7D-E034-4C5F-90CC-CFF5F2499E01,Alter unklar,Mhuerten,2025-06-16T08:42:37.474+0200,-11911038,,,
445,20472,20506,no_annotation_39,.  Nach einer weiteren Versetzung ,,,,,,,,
446,20506,20553,CATMA_E9F905A4-FA34-4A2B-9509-90EF238547D6,beschwerte sich der dortige Pfarrgemeinde- rat ,CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T09:51:11.844+0200,-3046417,,,
447,20553,20559,CATMA_79D8537D-4DB8-48C9-90F1-00E0B6B60AF2,Mitte ,CATMA_607EF6E2-A9A4-4A08-8A52-1EEDF1AF140A,Meldung,Mhuerten,2025-06-16T09:51:31.490+0200,-4884623,,,
448,20553,20559,CATMA_E9F905A4-FA34-4A2B-9509-90EF238547D6,Mitte ,CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T09:51:11.844+0200,-3046417,,,
449,20559,20576,CATMA_79D8537D-4DB8-48C9-90F1-00E0B6B60AF2,der 1970er Jahre ,CATMA_607EF6E2-A9A4-4A08-8A52-1EEDF1AF140A,Meldung,Mhuerten,2025-06-16T09:51:31.490+0200,-4884623,,,
450,20559,20576,CATMA_E9F905A4-FA34-4A2B-9509-90EF238547D6,der 1970er Jahre ,CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T09:51:11.844+0200,-3046417,,,
