,end,id,start,text,catma_displaycolor,catma_markupauthor,catma_markuptimestamp,tag_type,tag_type_id,Belegung,Art,Bestimmung_Umfeld,text_name,Primary_class,Secondary_class
78,9270,CATMA_762CA7DD-1398-41AC-A649-BA2D118879E0,9144,"Hinweis von Herrn Dr. Heße nicht, auch die Staats- anwaltschaft habe das Verhalten später lediglich als Beleidigung eingestuft",-13342472,Mhuerten,2025-06-03T11:09:33.621+0200,Verschleierung,CATMA_939927B5-FD79-4FE0-953C-E5A4B17F2F61,Legalismus,,,Köln,Handeln der Bistumsverantwortlichen,Neutralisierung
79,9270,CATMA_8D0CF91D-6B95-4653-BF0C-5C5A0AFB5FC7,9144,"Hinweis von Herrn Dr. Heße nicht, auch die Staats- anwaltschaft habe das Verhalten später lediglich als Beleidigung eingestuft",-2197479,Mhuerten,2025-06-03T11:09:54.427+0200,Kirchenverantwortliche,CATMA_CEB4499C-C725-4EC8-B9A8-BE935C89C9F1,indirekt,,,Köln,Zitat,
80,9270,CATMA_10C29B68-4449-4D36-82DE-B86465965ED6,9187,Staats- anwaltschaft habe das Verhalten später lediglich als Beleidigung eingestuft,-4765492,Mhuerten,2025-06-03T11:08:00.946+0200,Strafrechtlich,CATMA_B2A70BB2-B8E3-4CC6-AD7E-AC32AD8F0A83,,,,Köln,Framing der Taten,
81,9538,no_annotation_15,9270,". Zum  einen kommt es auf die rechtliche Einordnung nach weltlichem Recht für die Frage  nach der Durchführung eines kirchlichen Verfahrens nicht (zwingend) an. Zum an- deren erfolgte diese staatsanwaltschaftliche Einschätzung, ohne dass ermittelt  worden wäre, also i",,,,,,,,,Köln,,
82,9654,CATMA_94B21D46-8061-4B16-BEAB-33B3C1C55296,9538,"n Unkenntnis hinsichtlich des konkreten Tathergangs, der In- tensität der „Übergriffe“ und dem Alter der Betroffenen",-14472051,Mhuerten,2025-06-04T14:39:03.716+0200,Minderjährigkeit nicht spezifiziert,CATMA_6B79399D-5227-4BAC-87F4-8ACBFC243998,,,,Köln,Alter (Betroffene),minderjährig
83,9654,CATMA_8B5BEDB9-6B4E-470B-8921-E75A5AE4B6A7,9643,Betroffenen,-13288961,Mhuerten,2025-06-03T11:21:32.640+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Köln,Geschlecht (Betroffene),
84,9661,no_annotation_16,9654,.  (c) ,,,,,,,,,Köln,,
85,10286,CATMA_AE202DFE-773E-4D8C-831E-0E905C3BE837,9661," In der Folge hat es Generalvikar Dr. Schwaderlapp ebenfalls versäumt, eine  entsprechende Meldung an die Glaubenskongregation in Rom abzusetzen.   Eine Meldepflicht bestand gemäß Art. 13 SST 2001 dann, wenn der Ordinarius  oder Hierarch eine mindestens wahrscheinliche Nachricht über eine der Glaubens- kongregation vorbehaltene Straftat erhielt. Das „Anfassen kleiner Messdienerin- nen“, also von Mädchen unter 18 Jahren, unterfällt und unterfiel auch zum Tatzeit- punkt den delicta graviora der Normae SST.   Die fehlende Voruntersuchung war nicht geeignet, die Meldepflicht zu beseitigen,  da diese zu Unrecht unterblieb.",-157253,Mhuerten,2025-07-10T15:16:17.373+0200,Vorgehen allgemein,CATMA_EEC4BE9B-D7EF-429C-8614-E49A795ACF03,,,,Köln,Handeln der Bistumsverantwortlichen,Vorgehen
86,10286,CATMA_8A1F4187-6519-443C-907F-548758012554,9661," In der Folge hat es Generalvikar Dr. Schwaderlapp ebenfalls versäumt, eine  entsprechende Meldung an die Glaubenskongregation in Rom abzusetzen.   Eine Meldepflicht bestand gemäß Art. 13 SST 2001 dann, wenn der Ordinarius  oder Hierarch eine mindestens wahrscheinliche Nachricht über eine der Glaubens- kongregation vorbehaltene Straftat erhielt. Das „Anfassen kleiner Messdienerin- nen“, also von Mädchen unter 18 Jahren, unterfällt und unterfiel auch zum Tatzeit- punkt den delicta graviora der Normae SST.   Die fehlende Voruntersuchung war nicht geeignet, die Meldepflicht zu beseitigen,  da diese zu Unrecht unterblieb.",-2587561,Mhuerten,2025-07-10T15:17:04.069+0200,keine Konsequenzen,CATMA_F3B42D93-42A0-40F7-AF5D-CF0D86BB0A5A,,,,Köln,Handeln der Bistumsverantwortlichen,Vorgehen
87,10048,CATMA_58594128-43C9-4A67-A85B-192E82B1C85B,10014,Anfassen kleiner Messdienerin- nen,-16199595,Mhuerten,2025-06-03T11:11:00.645+0200,Akten,CATMA_60D697B7-C5D8-41E7-BA69-2DE7E7E71115,,direkt,,Köln,Zitat,
88,10048,CATMA_A8D9DDC5-B3D2-431E-87F5-B9E83247E152,10031,Messdienerin- nen,-8672679,Mhuerten,2025-06-03T11:21:10.690+0200,Pfarrei,CATMA_694236AD-35A4-493B-B295-5526303EA538,,,,Köln,Tatkonstellation,Seelsorge
89,10048,CATMA_7578D8D1-DABA-4327-AA0A-FB76647EA27E,10031,Messdienerin- nen,-3483813,Mhuerten,2025-06-03T11:20:56.299+0200,Jugendarbeit,CATMA_AF45C17A-352D-4069-BAA7-5654970A3BD9,,,,Köln,Tatkonstellation,
90,10067,CATMA_12CFEA30-CE3C-4724-ABA5-95285AAF5E16,10060,Mädchen,-13288961,Mhuerten,2025-06-03T11:12:23.547+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Köln,Geschlecht (Betroffene),
91,10083,CATMA_FA15FD22-58BE-4363-B1C0-540696A3F399,10060,Mädchen unter 18 Jahren,-14472051,Mhuerten,2025-06-04T14:39:28.327+0200,Minderjährigkeit nicht spezifiziert,CATMA_6B79399D-5227-4BAC-87F4-8ACBFC243998,,,,Köln,Alter (Betroffene),minderjährig
92,10169,CATMA_738DDB3B-848D-4E3B-8444-A486B557A517,10138,delicta graviora der Normae SST,-16721871,Mhuerten,2025-06-03T11:13:09.214+0200,Kirchenrechtlich,CATMA_5627441E-9527-4A3F-BC56-E783D29ACECA,,,,Köln,Framing der Taten,
93,10437,no_annotation_17,10286,"  (d)  Da den Verdachtsmeldungen nicht nachgegangen wurde und somit nicht  aufgeklärt werden konnte, ob tatsächlich ein strafbares Verhalten durch den ",,,,,,,,,Köln,,
94,10452,CATMA_571FF27A-B51C-4D28-8D69-DE7BF869C18F,10437,Be- schuldigten,-7143428,Mhuerten,2025-06-03T11:23:27.804+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Köln,Beschuldigte,
95,10572,no_annotation_18,10452," verwirklicht wurde, können die Gutachter nicht beurteilen, ob es einer  Bestrafung bedurft hätte und inwieweit von dem ",,,,,,,,,Köln,,
96,10585,CATMA_E8BD0D35-A4A5-469F-8F32-0EA939ECB410,10572,Beschuldigten,-7143428,Mhuerten,2025-06-03T11:23:36.591+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Köln,Beschuldigte,
97,10738,no_annotation_19,10585," eine Gefahr aus- ging, die es zu verhindern galt.   Im Hinblick auf die Opferfürsorge ist gutachterseits keine Pflichtverletzung fest- stellbar, da die ",,,,,,,,,Köln,,
98,10750,CATMA_DCEC3E84-3D6B-4B2C-9863-8728B5B0C86F,10738,Betroffenen*,-13288961,Mhuerten,2025-06-03T11:23:49.365+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Köln,Geschlecht (Betroffene),
99,10912,no_annotation_20,10750, zum Zeitpunkt der Meldung nicht namentlich bekannt  waren. Versäumnisse in diesem Bereich sind damit allenfalls als Folgefehler der  unterlassenen Aufklärung zu ,,,,,,,,,Köln,,
100,10968,no_annotation_21,10918,".  

#######################

Seite 487

  467    ",,,,,,,,,Köln,,
101,10986,K-3,10968,Auseinandersetzung,-399266,Mhuerten,2025-06-05T13:21:59.672+0200,Start,CATMA_7C23CC13-B5FE-4F69-AAB7-935F31D614C3,,,,Köln,Relevante Textstelle,
102,11086,no_annotation_22,10986, mit den lange zurückliegenden sexuellen Übergriffen zum  Nachteil eines 16-jährigen Jungen und dem ,,,,,,,,,Köln,,
103,11104,CATMA_F3DC0415-52EA-424A-8FC7-51E7C33ABC8D,11086,Annäherungsversuch,-8819905,Mhuerten,2025-06-03T11:28:13.111+0200,Sprache/Gesten/Aufforderungen,CATMA_EDCD3519-38C9-49EA-B042-3CBB9835B96A,Aufforderung/Einladung zu sexuellen Handlungen,,,Köln,Tatbeschreibung,sexuell
104,11112,no_annotation_23,11104, an ein ,,,,,,,,,Köln,,
105,11125,CATMA_368955F3-549F-4D42-9BA0-41C8A9B7E886,11112,16-jähri- ges,-13717392,Mhuerten,2025-06-04T14:00:57.501+0200,16-17,CATMA_4AA524EC-865F-4B12-9259-381A9D8B90CA,,,,Köln,Alter (Betroffene),minderjährig
106,11126,no_annotation_24,11125, ,,,,,,,,,Köln,,
107,11133,CATMA_C79F0CC4-886A-4EBA-BE6B-72B7A81BF258,11126,Mädchen,-13288961,Mhuerten,2025-06-03T11:27:24.792+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Köln,Geschlecht (Betroffene),
108,11187,no_annotation_25,11133," ist nicht indiziert“. Die Gutachter erklärten, dass „",,,,,,,,,Köln,,
109,11330,CATMA_5D7AF615-D0E5-44CA-AC52-945D2D7AEE3A,11187,gegen den weiteren  Einsatz“ des Beschuldigten „als Krankenhausseelsorger […] unter gefährlichkeits- prognostischen Überlegungen keine Bedenken,-2197479,Mhuerten,2025-06-03T11:29:18.619+0200,Kirchenverantwortliche,CATMA_CEB4499C-C725-4EC8-B9A8-BE935C89C9F1,direkt,,,Köln,Zitat,
110,11330,CATMA_44871983-B2BC-42C0-91A1-AB7E5F877C3F,11187,gegen den weiteren  Einsatz“ des Beschuldigten „als Krankenhausseelsorger […] unter gefährlichkeits- prognostischen Überlegungen keine Bedenken,-157253,Mhuerten,2025-07-10T15:32:29.515+0200,Vorgehen allgemein,CATMA_EEC4BE9B-D7EF-429C-8614-E49A795ACF03,,,,Köln,Handeln der Bistumsverantwortlichen,Vorgehen
111,11330,CATMA_AEEF373D-7E78-41DC-BF84-4920C0B6D24E,11187,gegen den weiteren  Einsatz“ des Beschuldigten „als Krankenhausseelsorger […] unter gefährlichkeits- prognostischen Überlegungen keine Bedenken,-2587561,Mhuerten,2025-07-10T15:31:52.789+0200,keine Konsequenzen,CATMA_F3B42D93-42A0-40F7-AF5D-CF0D86BB0A5A,,,,Köln,Handeln der Bistumsverantwortlichen,Vorgehen
112,11233,CATMA_B210E0DC-2C70-4C1C-BA99-89D96AD4131F,11220,Beschuldigten,-7143428,Mhuerten,2025-06-03T11:28:28.418+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Köln,Beschuldigte,
113,11260,CATMA_0D2B381B-942D-48B0-88FA-95A886379FA5,11239,Krankenhausseelsorger,-7143428,Mhuerten,2025-06-03T11:28:33.310+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Köln,Beschuldigte,
114,14864,no_annotation_26,11330,"“ bestünden.    (e)  4. Verdachtsfall  Im Zuge der Aufarbeitung der Vorfälle am Collegium Josephinum meldete sich im  Januar 2017 ein ehemaliger Schüler, der Betroffene B.*, bei der Ansprechperson  des Erzbistums Köln für Betroffene von sexuellem Missbrauch und erhob den Vor- wurf des sexuellen Missbrauchs gegen den Beschuldigten. Er gab u.a. an, dass er  im Jahr 1982, als er im Bett gelegen und geschlafen habe, bemerkt habe, wie  jemand seinen Kopf gestreichelt und dann seine Zunge in seinen Mund gescho- ben, ihn geküsst und seinen Penis angefasst und versucht habe, ihn zum Erigieren  zu bringen. Da er noch schlaftrunken gewesen sei, habe er es geschehen lassen.  Als der Beschuldigte seine Hand an sich gezogen habe, damit er dessen Penis  anfasse, habe er seine Hand zurückgezogen. Daraufhin sei der Beschuldigte ge- gangen.   Im Mai 2017 wurde der Beschuldigte zu den Vorwürfen angehört und bestritt diese.  Bereits im März 2017 hatte der Beschuldigte Erzbischof Dr. Woelki aus gesund- heitlichen Gründen um seine Versetzung in den Ruhestand gebeten, die schließ- lich wegen der bekannt gewordenen Vorwürfe früher als geplant erfolgte. Auch von  einer ursprünglich in Aussicht gestellten Ernennung zum Subsidiar wurde abgese- hen. Erzbischof Dr. Woelki untersagte ihm außerdem die öffentliche Ausübung des  priesterlichen Dienstes.  Im September 2017 unterrichtete der Interventionsbeauftragte Offizial Dr. Assen- macher von sämtlichen, bis dahin bekannt gewordenen Vorwürfen gegen den Be- schuldigten. Sowohl der Bericht über das Collegium Josephinum als auch die den  

#######################

Seite 515

  495    stellvertretenden Leiters der Hauptabteilung Seelsorge-Personal, dass er seine  Aktennotiz als „streng vertraulich“ behandelt habe.    (c)  3. Verdachtsfall  Mit Schreiben vom 28.08.1991 brachte der Rechtsanwalt Dr. B. dem Erzbistum  einen Sachverhalt aus demselben Jahr zur Kenntnis. Der Beschuldigte soll danach  einen 16-jährigen Messdiener – hierbei soll es sich einem späteren Gespräch zu- folge um den Betroffenen C. gehandelt haben – in den Urlaub eingeladen und dort  mit ihm in einem Bett geschlafen und sich wiederholt nackt gezeigt haben. Später  soll es gemeinsame Saunabesuche gegeben haben. Die Geschehnisse in der Fol- gezeit wurden wie folgt beschrieben, wobei der Name des Betroffenen C. nicht  offenbart wurde:  „Beim Fernsehen begann er, zunächst die Hand des Jungen zu streicheln  und liebkoste seinen Oberkörper in der Art, wie ein Mann sich einer Frau zu  nähern pflegt. Schließlich ließ er seine Hand von oben in die Hose des Jun- gen gleiten und faßte sein Glied an. Gleichzeitig legte er eine Hand des  Jungen auf seine eigene Hose über das Glied. Weiter passierte bei diesem  Vorfall, der etwa 20 - 30 Sekunden gedauert haben mag, nichts. […]  Etwa eine Woche später (2. Hälfte Juni) hatte ihn [der Beschuldigte] wiede- rum unter Vorwänden zu sich nach Hause gebeten. Beim Gespräch, bei  welchem beide auf dem Sofa saßen, umarmte er den Jungen, liebkoste ihn,  küßte ihn auf den Mund und ergriff in der gleichen Weise wie beim ersten  Mal wieder sein Glied, welches er hin- und herbewegte. Außerdem führte  er die Hand des Jungen an sein eigenes entblößtes Glied und bewog ihn,  es hin- und herzubewegen. Es kam bei dem Pfarrer zur Ejakulation.“  Herr Rechtsanwalt Dr. B. wies darauf hin, dass der Junge aufgrund der geschil- derten Vorfälle „wochenlang tief verstört“ gewesen sei und den Kontakt zum Be- schuldigten gemieden habe. Ferner bemerkte er, dass es vor einigen Jahren ",,,,,,,,,Köln,,
115,15286,no_annotation_27,14868,"  

#######################

Seite 560

  540    handelt es sich hinsichtlich der Verdachtsfälle 1 und 2 um jeweils einen Verstoß  gegen die Pflicht zur Opferfürsorge sowie darüber hinaus einen Verstoß gegen die  Aufklärungspflicht. Dem Leiter der Hauptabteilung Seelsorge-Personal Dr. Heße  ist ferner ein Verstoß gegen die Aufklärungspflicht vorzuwerfen.    s)  Aktenvorgang 19  (1)  Sachverhalt auf Aktengrundlage  ",,,,,,,,,Köln,,
116,15289,K-4,15286,Im ,-399266,Mhuerten,2025-06-05T13:23:27.603+0200,Start,CATMA_7C23CC13-B5FE-4F69-AAB7-935F31D614C3,,,,Köln,Relevante Textstelle,
117,15294,no_annotation_28,15289,Jahr ,,,,,,,,,Köln,,
118,15298,CATMA_9C1259E7-47E6-4F74-B69C-E99BD5C7B02F,15294,2007,-4884623,Mhuerten,2025-06-03T13:25:56.632+0200,Meldung,CATMA_607EF6E2-A9A4-4A08-8A52-1EEDF1AF140A,,,,Köln,Zeit,
119,15317,no_annotation_29,15298, meldete sich eine ,,,,,,,,,Köln,,
120,15338,CATMA_AE6026CD-A6DC-44B6-9DA0-D0F7BB89B978,15317,im Jahr 1977 geborene,-13717392,Mhuerten,2025-06-04T14:00:57.501+0200,16-17,CATMA_4AA524EC-865F-4B12-9259-381A9D8B90CA,,,,Köln,Alter (Betroffene),minderjährig
121,15338,CATMA_73DA75E6-7392-4FAE-8E5E-64B5DCD33254,15317,im Jahr 1977 geborene,-4314639,Mhuerten,2025-06-04T14:01:55.704+0200,14-15,CATMA_390DF58B-FDF8-48FC-94C0-13FB6DA3439A,,,,Köln,Alter (Betroffene),minderjährig
122,15339,no_annotation_30,15338, ,,,,,,,,,Köln,,
123,15349,CATMA_67030E1A-712B-4D1C-AA5E-556A879D2A5E,15339,Betroffene,-13288961,Mhuerten,2025-06-03T13:27:54.912+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Köln,Geschlecht (Betroffene),
124,15537,no_annotation_31,15349,". In mehreren  Gesprächen mit einer Mitarbeiterin des Arbeitsstabs sexueller Missbrauch sowie  in einem Gespräch mit dem Leiter der Hauptabteilung Seelsorge-Personal Dr.  Heße gab sie an, ",,,,,,,,,Köln,,
125,15557,CATMA_F031A957-EABD-4A32-8586-D75857575F65,15537,in den 1990er-Jahren,-1617703,Mhuerten,2025-06-03T13:28:13.523+0200,Tat,CATMA_EFC508B6-1D39-44DB-BF7F-2446A3582795,,,,Köln,Zeit,
126,15591,CATMA_E4F41DCD-5FB9-4EDF-8AEE-40BBB9BBDBB9,15557, im Alter von ca. 14 bis 17 Jahren,-13717392,Mhuerten,2025-06-04T14:00:57.501+0200,16-17,CATMA_4AA524EC-865F-4B12-9259-381A9D8B90CA,,,,Köln,Alter (Betroffene),minderjährig
127,15591,CATMA_3C0501D0-1CFD-4D4B-A232-720375171A5B,15559,m Alter von ca. 14 bis 17 Jahren,-4314639,Mhuerten,2025-06-04T14:01:55.704+0200,14-15,CATMA_390DF58B-FDF8-48FC-94C0-13FB6DA3439A,,,,Köln,Alter (Betroffene),minderjährig
128,15601,no_annotation_32,15591, von dem  ,,,,,,,,,Köln,,
129,15614,CATMA_D071D48F-34A8-44F2-976C-7169CA4593EA,15601,Beschuldigten,-7143428,Mhuerten,2025-06-03T13:29:20.505+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Köln,Beschuldigte,
130,15626,CATMA_9EB9467F-73F5-430D-8312-DB34398B7814,15614, missbraucht,-13101205,Mhuerten,2025-07-04T23:52:22.525+0200,nicht spezifizierte Taten,CATMA_B03D4763-9E0C-4E2D-9ACA-DD358DA82669,,,,Köln,Tatbeschreibung,sexuell
131,15671,no_annotation_33,15626, worden zu sein. Die Altersangaben variieren;,,,,,,,,,Köln,,
132,15764,CATMA_AF9513C5-3123-4DCA-8701-FA675C1FAA56,15671," teilweise  ist dokumentiert, die ersten Übergriffe hätten bereits im 12. Lebensjahr begonnen",-4314639,Mhuerten,2025-06-05T16:46:48.905+0200,14-15,CATMA_390DF58B-FDF8-48FC-94C0-13FB6DA3439A,implizit,,,Köln,Alter (Betroffene),minderjährig
133,15764,CATMA_0CA8F6EE-0CAA-4DE0-A1F1-96E50AE29950,15672,"teilweise  ist dokumentiert, die ersten Übergriffe hätten bereits im 12. Lebensjahr begonnen",-13717392,Mhuerten,2025-06-05T16:47:08.569+0200,16-17,CATMA_4AA524EC-865F-4B12-9259-381A9D8B90CA,implizit,,,Köln,Alter (Betroffene),minderjährig
134,15767,no_annotation_34,15764,",  ",,,,,,,,,Köln,,
135,15819,CATMA_E5BF9126-F59D-46A1-8C3D-819B419D5388,15767,mehrheitlich ist jedoch ein Alter von über 14 Jahren,-13717392,Mhuerten,2025-06-04T14:00:57.501+0200,16-17,CATMA_4AA524EC-865F-4B12-9259-381A9D8B90CA,,,,Köln,Alter (Betroffene),minderjährig
136,15820,CATMA_49F2CF0B-D300-4F9B-A82B-C1D0865A49C5,15767,mehrheitlich ist jedoch ein Alter von über 14 Jahren ,-4314639,Mhuerten,2025-06-04T14:01:55.704+0200,14-15,CATMA_390DF58B-FDF8-48FC-94C0-13FB6DA3439A,,,,Köln,Alter (Betroffene),minderjährig
137,15939,no_annotation_35,15820,festgehalten.   Später erstattete die Betroffene auch Strafanzeige und schilderte die Gescheh- nisse darin wie folgt:  ,,,,,,,,,Köln,,
138,16729,CATMA_6DBD22D5-1B20-461A-AE64-4909759865B1,15939,"„Während einer Beichte erzählte ich dem Beschuldigten, dass es mir nicht  so gut gehe, weil meine Mutter Alkoholikerin sei und es deshalb Probleme  in der Familie gebe. Er tröstete mich zunächst sehr nett und ich baute Ver- trauen zu ihm auf. Einige Zeit später machte er mir ein Geschenk und Kom- plimente. Anfangs umarmte er mich nur oder gab mir Küsse ins Gesicht. Ich  habe ihn dann öfter angerufen, wenn meine Mutter wieder getrunken hatte  und es mir schlecht ging.  Er hat mich dann zu Hause abgeholt und mit zu ihm nach Hause genom- men. Dort haben wir erstmal über die Situation gesprochen und er hat mich  durch Umarmungen getröstet. Die Umarmungen wurden dann jedoch im- mer intensiver, bis er anfing mir mit den Händen unter mein T-Shirt zu ge- hen und mich dort zu berühren.  
",-15895942,Mhuerten,2025-06-03T13:30:54.947+0200,Betroffene,CATMA_651A25AF-4812-44F4-93CD-2E2762CA7948,direkt,,,Köln,Zitat,
139,16582,CATMA_EE12AC09-8831-4735-A5C6-0856AB125C77,15941,"ährend einer Beichte erzählte ich dem Beschuldigten, dass es mir nicht  so gut gehe, weil meine Mutter Alkoholikerin sei und es deshalb Probleme  in der Familie gebe. Er tröstete mich zunächst sehr nett und ich baute Ver- trauen zu ihm auf. Einige Zeit später machte er mir ein Geschenk und Kom- plimente. Anfangs umarmte er mich nur oder gab mir Küsse ins Gesicht. Ich  habe ihn dann öfter angerufen, wenn meine Mutter wieder getrunken hatte  und es mir schlecht ging.  Er hat mich dann zu Hause abgeholt und mit zu ihm nach Hause genom- men. Dort haben wir erstmal über die Situation gesprochen und er hat mich  durch Umarmungen getröstet.",-10530760,Mhuerten,2025-06-03T13:32:45.387+0200,Anbahnung,CATMA_48E36190-A8C4-470D-8A64-D9D1D5E52BA2,,,,Köln,Handeln der Beschuldigten,
140,15992,CATMA_2E8EA3C2-EC5B-469D-9071-BF72C20579A9,15979,Beschuldigten,-7143428,Mhuerten,2025-06-03T13:32:02.566+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Köln,Beschuldigte,
141,16729,CATMA_5DEA774D-BFD2-48B5-88E9-2A4FFEA759EB,16583,"Die Umarmungen wurden dann jedoch im- mer intensiver, bis er anfing mir mit den Händen unter mein T-Shirt zu ge- hen und mich dort zu berühren.  
",-2315556,Mhuerten,2025-06-03T13:32:58.500+0200,Durchführung,CATMA_9431700E-21CF-4D15-9ACD-B1EB0743B76A,,,,Köln,Handeln der Beschuldigten,
142,16729,CATMA_0508FA06-91F9-485C-ABFF-C9BA681EE079,16584,"ie Umarmungen wurden dann jedoch im- mer intensiver, bis er anfing mir mit den Händen unter mein T-Shirt zu ge- hen und mich dort zu berühren.  
",-7797647,Mhuerten,2025-06-03T13:33:11.352+0200,Berührungen,CATMA_B89C553C-65ED-4920-BEF9-FA4A79BF5EC9,,,,Köln,Tatbeschreibung,sexuell
143,16775,no_annotation_36,16729,"
#######################

Seite 561

  541    ",,,,,,,,,Köln,,
144,17285,CATMA_495B9F04-A598-440E-AFAB-BB39E57EFAB2,16775,"Von Treffen zu Treffen bekamen seine sexuellen Handlungen immer eine  Steigerung. Diese Treffen fanden vier Jahre lang statt. Anfangs berührte er  mich nur, dann fing er an uns beide auszuziehen. Er führte meine Hand zu  seinem Geschlecht und ich musste ihn dann befriedigen.  Er berührte meinen Körper mit seinem Penis und rieb diesen über meinen  Körper. Des Weiteren drang er mit seinen Fingern in meine Scheide ein. Im  vierten Jahr ging er dann soweit, dass er mit seinem Penis in mich einge- drungen ist.",-2315556,Mhuerten,2025-06-03T13:34:22.873+0200,Durchführung,CATMA_9431700E-21CF-4D15-9ACD-B1EB0743B76A,,,,Köln,Handeln der Beschuldigten,
145,17286,CATMA_87391BAA-9B6F-4705-A348-40E86FCEE380,16776,"on Treffen zu Treffen bekamen seine sexuellen Handlungen immer eine  Steigerung. Diese Treffen fanden vier Jahre lang statt. Anfangs berührte er  mich nur, dann fing er an uns beide auszuziehen. Er führte meine Hand zu  seinem Geschlecht und ich musste ihn dann befriedigen.  Er berührte meinen Körper mit seinem Penis und rieb diesen über meinen  Körper. Des Weiteren drang er mit seinen Fingern in meine Scheide ein. Im  vierten Jahr ging er dann soweit, dass er mit seinem Penis in mich einge- drungen ist. ",-15895942,Mhuerten,2025-06-05T13:42:07.952+0200,Betroffene,CATMA_651A25AF-4812-44F4-93CD-2E2762CA7948,direkt,,,Köln,Zitat,
146,17291,no_annotation_37,17286, […] ,,,,,,,,,Köln,,
147,17411,CATMA_3C56D9FE-5EF4-4F2E-B4EE-34C990DB15BF,17291," Zum Schluss habe ich mich dagegen gewehrt. Ich habe ihm gesagt, dass  ich das nicht mehr möchte und das aufhören müsse.",-8577267,Mhuerten,2025-06-05T13:39:01.160+0200,Abwehr,CATMA_F8DD2F8A-7D68-4E27-A307-A9075DA5D7A5,,,,Köln,Handeln der Betroffenen,
148,17412,CATMA_C260DA3A-3512-4458-923C-3A98A6AF81C5,17292,"Zum Schluss habe ich mich dagegen gewehrt. Ich habe ihm gesagt, dass  ich das nicht mehr möchte und das aufhören müsse. ",-15895942,Mhuerten,2025-06-05T13:41:43.484+0200,Betroffene,CATMA_651A25AF-4812-44F4-93CD-2E2762CA7948,direkt,,,Köln,Zitat,
149,17524,CATMA_E7D0D15D-79BE-4D41-9FE1-367F7C2B4235,17412,"Er erklärte mir, dass  er mich liebe und mir eh niemand glauben würde, weil ich ja verliebt in ihn  gewesen sei.",-11954305,Mhuerten,2025-06-05T13:41:21.519+0200,Beschuldigte,CATMA_2E0006E7-BB52-41BA-AF93-8AF55F73E5D5,indirekt,,,Köln,Zitat,
150,17522,CATMA_94C2E741-1D2E-4C15-929E-18FC30825ED7,17412,"Er erklärte mir, dass  er mich liebe und mir eh niemand glauben würde, weil ich ja verliebt in ihn  gewesen se",-16039255,Mhuerten,2025-06-04T13:36:56.198+0200,Liebesbeziehung,CATMA_B1F08B14-5504-41F4-AFCF-E502CDB2EA9D,,,,Köln,Framing der Taten,Verhältnis
151,17524,CATMA_655C21E6-6742-459D-9DFF-8B1A402F2498,17413,"r erklärte mir, dass  er mich liebe und mir eh niemand glauben würde, weil ich ja verliebt in ihn  gewesen sei.",-15389907,Mhuerten,2025-06-03T13:34:40.095+0200,Vertuschung,CATMA_429E64D1-1625-42E3-AA70-C3A0E4AF5E8B,,,,Köln,Handeln der Beschuldigten,
152,17481,CATMA_94D2D3DA-3CA2-4CE7-91BA-2818269B76A8,17449,und mir eh niemand glauben würde,-13316080,Mhuerten,2025-06-03T13:35:29.379+0200,Unglaubwürdigkeit,CATMA_22A150A3-F02C-4395-AFD4-CAF77A53C884,,,,Köln,Stereotype und Motive,
153,17525,no_annotation_38,17524, ,,,,,,,,,Köln,,
154,17800,CATMA_E2056ADD-88C0-48E7-833E-CCE9DBD418B9,17525," Innerhalb der vier Jahre wurde er zwei Mal versetzt. Während seiner Ver- setzungen trafen wir uns jedoch weiterhin. Er holte mich zu Hause ab, oder  schenkte mir Zugtickets, damit ich ihn besuchen konnte. Nachdem er dann  noch mal versetzt wurde, habe ich das Ganze beendet.",-15895942,Mhuerten,2025-06-05T13:43:25.305+0200,Betroffene,CATMA_651A25AF-4812-44F4-93CD-2E2762CA7948,direkt,,,Köln,Zitat,
155,17730,CATMA_3B765D62-E309-4EE6-85F6-F5B2158BD6B3,17579,"Während seiner Ver- setzungen trafen wir uns jedoch weiterhin. Er holte mich zu Hause ab, oder  schenkte mir Zugtickets, damit ich ihn besuchen konnte.",-2315556,Mhuerten,2025-06-03T13:35:55.315+0200,Durchführung,CATMA_9431700E-21CF-4D15-9ACD-B1EB0743B76A,,,,Köln,Handeln der Beschuldigten,
156,17807,no_annotation_39,17800,“  Die ,,,,,,,,,Köln,,
