term,frequency,percentage
einzuleiten,1,0.028
gewünschte,1,0.028
fallbezogenen,1,0.028
aufbau,1,0.028
hilfenetzwerkes,1,0.028
bestanden,1,0.028
z.b,1,0.028
fachberatungsstelle,1,0.028
angehören,1,0.028
sollen,1,0.028
schweigepflicht,1,0.028
steht,1,0.028
kooperationen,1,0.028
entgegen,1,0.028
vorge-,1,0.028
wären,1,0.028
einflussnahmen,1,0.028
tatverdächtigen,1,0.028
unterbinden,1,0.028
c,1,0.028
legte,1,0.028
persönliches,1,0.028
urteilsvermögen,1,0.028
verdachts,1,0.028
kooperatorenbericht,1,0.028
ande-,1,0.028
ein-,1,0.028
schätzung,1,0.028
zusammenarbeit,1,0.028
externen,1,0.028
fachstellen,1,0.028
validieren,1,0.028
erwiesen,1,0.028
spätestens,1,0.028
01.04.2010,1,0.028
detail,1,0.028
gesam-,1,0.028
te,1,0.028
ausmaß,1,0.028
wis-,1,0.028
stammt,1,0.028
bewertung,1,0.028
berücksichtigt,1,0.028
„bischof,1,0.028
gegebene,1,0.028
übergriffen,1,0.028
betroffen,1,0.028
ergaben,1,0.028
dadurch,1,0.028
ausreichenden,1,0.028
personellen,1,0.028
zeitlichen,1,0.028
anm,1,0.028
sourcen,1,0.028
sorgfältige,1,0.028
bearbeitung,1,0.028
geredet,1,0.028
aufruf,1,0.028
3.02.2010,1,0.028
fügbar,1,0.028
…].“,1,0.028
erscheint,1,0.028
muster,1,0.028
überforderung,1,0.028
möglicherweise,1,0.028
beigetragen,1,0.028
kinderschutzfall,1,0.028
erkannt,1,0.028
implizite,1,0.028
zielrichtung,1,0.028
aufrufs,1,0.028
eher,1,0.028
»historischer«,1,0.028
natur,1,0.028
f,1,0.028
einleitung,1,0.028
initiative,1,0.028
grundschule,1,0.028
unterrichtete,1,0.028
einzulei-,1,0.028
g,1,0.028
beauftragten,1,0.028
bistumsinternen,1,0.028
juristen,1,0.028
personal-,1,0.028
zahlrei-,1,0.028
missbrauchsvorwürfe,1,0.028
hildes-,1,0.028
heim,1,0.028
verfügung,1,0.028
ortsverzeichnis,1,0.028
ständigen,1,0.028
strafverfolgungsbehörden,1,0.028
oberflächlicher,1,0.028
expliziter,1,0.028
geliefert,1,0.028
auflistung,1,0.028
woraufhin,1,0.028
strafversetzt,1,0.028
schule,1,0.028
hierfür,1,0.028
befördert,1,0.028
emp-,1,0.028
unangemessen,1,0.028
ruhestandsversetzung,1,0.028
2000er,1,0.028
handy,1,0.028
angerufen,1,0.028
treffen,1,0.028
telefongespräch,1,0.028
30,1,0.028
minuten,1,0.028
gedauert,1,0.028
einfühlsame,1,0.028
viele,1,0.028
fragen,1,0.028
nachhinein,1,0.028
fühlte,1,0.028
verschiedenen,1,0.028
überrumpelt,1,0.028
ausgefragt,1,0.028
verhalten,1,0.028
linkisch,1,0.028
empfunden,1,0.028
pfarreien,1,0.028
termin,1,0.028
aus-,1,0.028
zumachen,1,0.028
inhaltliches,1,0.028
verwickelt,1,0.028
besser,1,0.028
anknüpfende,1,0.028
anzurufen,1,0.028
fünf,1,0.028
gesprächen,1,0.028
wb,1,0.028
mitgeschrieben,1,0.028
erhob,1,0.028
anspruch,1,0.028
protokolle,1,0.028
ausgehändigt,1,0.028
vorgehen,1,0.028
sexuellem,1,0.028
minderjährigen,1,0.028
vorgegeben,1,0.028
hilfreich,1,0.028
positiv,1,0.028
erlittene,1,0.028
erkennbar,1,0.028
dorf,1,0.028
anerkannt,1,0.028
ent-,1,0.028
schuldigung,1,0.028
unautorisierten,1,0.028
bekommen,1,0.028
abwarten,1,0.028
beobach-,1,0.028
ungutes,1,0.028
gerede,1,0.028
aufkam,1,0.028
kurze,1,0.028
konfrontierte,1,0.028
ausgestanden,1,0.028
ausgestanden!“,1,0.028
zuletzt,1,0.028
hält,1,0.028
verfasser,1,0.028
fest,1,0.028
untersuchen,1,0.028
recher-,1,0.028
angestellt,1,0.028
unterzeichnet,1,0.028
notiz,1,0.028
kürzel,1,0.028
des-,1,0.028
urheberschaft,1,0.028
nachfrage,1,0.028
eugen,1,0.028
runggaldier,1,0.028
erhobenen,1,0.028
konnte,1,0.028
generalvikars,1,0.028
recherchen,1,0.028
verdachtsfalles,1,0.028
dokumentiert,1,0.028
kurz,1,0.028
klage,1,0.028
1970er,1,0.028
religionsunterreicht,1,0.028
entbunden,1,0.028
damals,1,0.028
ermahnung,1,0.028
vorsicht,1,0.028
cfr,1,0.028
gesagten,1,0.028
wenig,1,0.028
glauben,1,0.028
reden,1,0.028
zuständige,1,0.028
kontaktiert,1,0.028
„ermächtigt“,1,0.028
pass,1,0.028
beruf,1,0.028
„lehrer“,1,0.028
anzugeben,1,0.028
wei-,1,0.028
tere,1,0.028
sef,1,0.028
aufgefordert,1,0.028
anschluss,1,0.028
gestrige,1,0.028
klüger,1,0.028
brüderlicher,1,0.028
liebe,1,0.028
schreibe,1,0.028
vertratscht,1,0.028
bedeute,1,0.028
haltung,1,0.028
ändert,1,0.028
hochwst,1,0.028
ordinariate,1,0.028
sinne,1,0.028
daher,1,0.028
1960er,1,0.028
untergasser,1,0.028
anschließenden,1,0.028
21.05.2007,1,0.028
verbringung,1,0.028
inkardinationsdiözese,1,0.028
heutigen,1,0.028
seel-,1,0.028
sorge-personal,1,0.028
kur,1,0.028
mache,1,0.028
reger,1,0.028
im-,1,0.028
mer,1,0.028
einzelt,1,0.028
bat,1,0.028
stützte,1,0.028
möge,1,0.028
eigene,1,0.028
facharzt,1,0.028
psy-,1,0.028
chiatrie,1,0.028
psychotherapie,1,0.028
akute,1,0.028
rückfallgefahr,1,0.028
sitzung,1,0.028
rates,1,0.028
08.06.2007,1,0.028
anvertrauen,1,0.028
ei,1,0.028
„dringende,1,0.028
themen“,1,0.028
festgehalten,1,0.028
„wg,1,0.028
missbrauchs,1,0.028
prognose,1,0.028
züglich,1,0.028
zukünftig,1,0.028
einsatzes,1,0.028
erstellen“,1,0.028
23.11.2007,1,0.028
erstatte,1,0.028
erneuten,1,0.028
erzbischofs,1,0.028
groër,1,0.028
dezember,1,0.028
wochenende,1,0.028
assenmacher,1,0.028
erhöhte,1,0.028
inhalt,1,0.028
„wir,1,0.028
klären,1,0.028
sensibili-,1,0.028
tät,1,0.028
bevölkerung,1,0.028
herrsche,1,0.028
ermahnte,1,0.028
vermeiden,1,0.028
wiederholte,1,0.028
war-,1,0.028
nungen,1,0.028
verfasste,1,0.028
bürokraft,1,0.028
abteilung,1,0.028
„bitte,1,0.028
prüfen,1,0.028
anhand,1,0.028
verfasser/die,1,0.028
verfasserin,1,0.028
notizen,1,0.028
eindeutig,1,0.028
10.03.2008,1,0.028
abschließendes,1,0.028
wel-,1,0.028
chem,1,0.028
ordnete,1,0.028
sicht,1,0.028
dinge,1,0.028
darzustel-,1,0.028
len,1,0.028
herr,1,0.028
pfarrhaus,1,0.028
hinblick,1,0.028
therapie-,1,0.028
finanziell,1,0.028
umfangreich,1,0.028
therapiekosten,1,0.028
erzbis-,1,0.028
tum,1,0.028
erstattet,1,0.028
außerdem,1,0.028
ausweislich,1,0.028
akteninhalts,1,0.028
entschuldigungsschreiben,1,0.028
leistete,1,0.028
wiedergutmachungs-,1,0.028
zahlung,1,0.028
höhe,1,0.028
10.000,1,0.028
€,1,0.028
aufarbeitung,1,0.028
unzugäng-,1,0.028
belastungen,1,0.028
weiteres,1,0.028
führte,1,0.028
umstand,1,0.028
tat,1,0.028
eingeräumt,1,0.028
geäußerte,1,0.028
angst,1,0.028
erstatten,1,0.028
kirchliches,1,0.028
chenrechtlichen,1,0.028
ermittlungsverfahrens,1,0.028
erneutes,1,0.028
spräch,1,0.028
angesichts,1,0.028
öffentlichen,1,0.028
aufmerksamkeit,1,0.028
sofortige,1,0.028
drohten,1,0.028
neut,1,0.028
übergriffig,1,0.028
verschlechtert,1,0.028
gleichen,1,0.028
ur,1,0.028
beurlaubt,1,0.028
geplanten,1,0.028
empfehlung,1,0.028
aufhebung,1,0.028
un-,1,0.028
07.10.2016,1,0.028
angehört,1,0.028
hielt,1,0.028
erläuterungen,1,0.028
stehenden,1,0.028
verhaltensweisen,1,0.028
plausibel,1,0.028
amtes,1,0.028
chenrechtliche,1,0.028
verset-,1,0.028
rovinzial,1,0.028
schule/hochschule,1,0.028
veran-,1,0.028
lasste,1,0.028
berichtenden,1,0.028
schülerin,1,0.028
canisius-,1,0.028
stattfinden,1,0.028
präventionsschulung,1,0.028
ange-,1,0.028
regt,1,0.028
kolleg,1,0.028
schließt,1,0.028
arbeitsrechtliche,1,0.028
erwägung,1,0.028
nachzufragen,1,0.028
ähnliche,1,0.028
weiterführung,1,0.028
jugendseelsorger,1,0.028
ausgeschlossen,1,0.028
6.07.1989,1,0.028
kinder-,1,0.028
aussagegenehmigung,1,0.028
staatsanwaltliche,1,0.028
ermittlungsverfahren,1,0.028
halten,1,0.028
eingeordnet,1,0.028
prälat,1,0.028
angedeutet,1,0.028
as,1,0.028
rechtsabteilung,1,0.028
interpretation,1,0.028
fakten,1,0.028
unter-,1,0.028
halte,1,0.028
verantwortlich,1,0.028
pastoralen,1,0.028
gegenständlichen,1,0.028
sms-nachrich-,1,0.028
handle,1,0.028
„sexuelle,1,0.028
handlungen“,1,0.028
hät-,1,0.028
betreuungsverhältnis,1,0.028
schuldigten,1,0.028
gestanden,1,0.028
strafbarkeit,1,0.028
verhaltens,1,0.028
staatlichem,1,0.028
recht,1,0.028
scheide,1,0.028
mithin,1,0.028
urchführung,1,0.028
kon­,1,0.028
gregation,1,0.028
bestrafte,1,0.028
ausschliess,1,0.028
zweiten,1,0.028
tatbestands,1,0.028
bereichen,1,0.028
ausgenommen,1,0.028
durchaus,1,0.028
befürworten«,1,0.028
diözesanadministrator,1,0.028
1.08,1,0.028
1989,1,0.028
maximal,1,0.028
ort,1,0.028
zurückziehen,1,0.028
zuzuweisen,1,0.028
vorausset-,1,0.028
promemoria,1,0.028
»regelmäßig,1,0.028
per-,1,0.028
sonalabteilung,1,0.028
bischöflichen,1,0.028
generalvikariats«,1,0.028
hinaus,1,0.028
»pater,1,0.028
mentor,1,0.028
wahl,1,0.028
personalakte,1,0.028
begleiten«,1,0.028
nteressant,1,0.028
oben,1,0.028
erwähnten,1,0.028
1.08.1989,1,0.028
mitteilt,1,0.028
bemühen,1,0.028
stunden,1,0.028
bo-,1,0.028
absolution,1,0.028
höchststrafe,1,0.028
katholischen,1,0.028
religionsunterricht,1,0.028
ausge­,1,0.028
sprochene,1,0.028
häufig,1,0.028
gymnasium,1,0.028
täter,1,0.028
geständig,1,0.028
erteilen,1,0.028
benachrichtigte,1,0.028
dürfe,1,0.028
setzung,1,0.028
einzige,1,0.028
sofortmassnahme,1,0.028
erliess,1,0.028
besuchsverbot,1,0.028
genannte,1,0.028
kinderheim,1,0.028
fach­,1,0.028
gremium,1,0.028
empfahl,1,0.028
hausverbot,1,0.028
aufzuheben,1,0.028
erhärtet,1,0.028
konkreten,1,0.028
ver­,1,0.028
dachtsmomente,1,0.028
formulierte,1,0.028
st,1,0.028
res-,1,0.028
