,term,frequency,percentage
1061,kontaktaufnahme,1,0.021
1062,nahezulegen,1,0.021
1063,außerkirchlicher,1,0.021
1064,veruntreuung,1,0.021
1065,unterschla-,1,0.021
1066,rauchfuß,1,0.021
1067,ausgesprochene,1,0.021
1068,vermuten,1,0.021
1069,protest,1,0.021
1070,scheiter,1,0.021
1071,ä,1,0.021
1072,»dieses,1,0.021
1073,vorhandenen,1,0.021
1074,wandte,1,0.021
1075,aspekte,1,0.021
1076,nennt,1,0.021
1077,voraussetzung,1,0.021
1078,dritter,1,0.021
1079,1996,1,0.021
1080,»wen,1,0.021
1081,bekamen,1,0.021
1082,achten,1,0.021
1083,verboten,1,0.021
1084,»pfarrer,1,0.021
1085,berlin-kreuzberg,1,0.021
1086,hannover-mühlenberg,1,0.021
1087,besu-,1,0.021
1088,zurückzukommen,1,0.021
1089,27.06.2000,1,0.021
1090,zelebrations-,1,0.021
1091,verbot,1,0.021
1092,auffindbar,1,0.021
1093,erinnerung,1,0.021
1094,seinerzeit,1,0.021
1095,bi-,1,0.021
1096,schof,1,0.021
1097,aufgefor-,1,0.021
1098,dert,1,0.021
1099,bestehenden,1,0.021
1100,unglücklicher,1,0.021
1101,unverzüglich,1,0.021
1102,irgendwelchen,1,0.021
1103,vermögensrechtliche,1,0.021
1104,mitarbeitern,1,0.021
1105,kindergartens,1,0.021
1106,unterlassen,1,0.021
1107,gesprächsprotokoll,1,0.021
1108,klargestellt,1,0.021
1109,»unabhängig,1,0.021
1110,konstellation,1,0.021
1111,inkarnationsurkun-,1,0.021
1112,17.11.1995,1,0.021
1113,setzt,1,0.021
1114,auftauchen,1,0.021
1115,können.«,1,0.021
1116,gepflogenhei-,1,0.021
1117,entspreche,1,0.021
1118,bisherige,1,0.021
1119,24.04.1997,1,0.021
1120,ipp,1,0.021
1121,brauchsbeauftragte,1,0.021
1122,unterbrechungen,1,0.021
1123,erfolgen,1,0.021
1124,24.05.1995,1,0.021
1125,em,1,0.021
1126,übernommen,1,0.021
1127,wechsel,1,0.021
1128,üblichen,1,0.021
1129,j,1,0.021
1130,›guten,1,0.021
1131,hirten‹,1,0.021
1132,bleibt.«,1,0.021
1133,fügt,1,0.021
1134,hinzu,1,0.021
1135,schildert,1,0.021
1136,gesetzt,1,0.021
1137,untersagt,1,0.021
1138,einrichtungen,1,0.021
1139,jeglicher,1,0.021
1140,finanzielle,1,0.021
1141,angelegenheiten,1,0.021
1142,abzuwickeln,1,0.021
1143,1999,1,0.021
1144,ernennungsurkunde,1,0.021
1145,neutral,1,0.021
1146,brauchsfälle,1,0.021
1147,befragen,1,0.021
1148,muss.«,1,0.021
1149,gewordenen,1,0.021
1150,sexuali-,1,0.021
1151,geäußert.«,1,0.021
1152,19.03.2003,1,0.021
1153,gleichzeitigen,1,0.021
1154,gesundheitliche,1,0.021
1155,situation,1,0.021
1156,bezug,1,0.021
1157,osseforth,1,0.021
1158,wussten,1,0.021
1159,unterstützung,1,0.021
1160,gesundheitlichen,1,0.021
1161,gründen,1,0.021
1162,ärztliches,1,0.021
1163,vorgelegt,1,0.021
1164,»nicht,1,0.021
1165,arbeitsfähig«,1,0.021
1166,hintergrund,1,0.021
1167,alten,1,0.021
1168,pflege.«,1,0.021
1169,inzwischen,1,0.021
1170,längst,1,0.021
1171,verfügbaren,1,0.021
1172,jemals,1,0.021
1173,gang,1,0.021
1174,herzustellen,1,0.021
1175,verleiht,1,0.021
1176,empörung,1,0.021
1177,nanzgebaren,1,0.021
1178,sexualisierte,1,0.021
1179,beziehen,1,0.021
1180,12.12.1997,1,0.021
1181,gegenstand,1,0.021
1182,sprächs,1,0.021
1183,ste-,1,0.021
1184,henden,1,0.021
1185,irgendeiner,1,0.021
1186,fokussiert,1,0.021
1187,hinweisen,1,0.021
1188,nachforschungen,1,0.021
1189,nachfolgers,1,0.021
1190,2.05.1999,1,0.021
1191,16.02.2010,1,0.021
1192,presse,1,0.021
1193,geworden,1,0.021
1194,anisius-gymnasium,1,0.021
1195,1982,1,0.021
1196,vorgeworfen,1,0.021
1197,anzubieten,1,0.021
1198,raum,1,0.021
1199,sierter,1,0.021
1200,»nun-,1,0.021
1201,treten,1,0.021
1202,berichterstattung,1,0.021
1203,mehrere,1,0.021
1204,zuständiger,1,0.021
1205,bischöflicher,1,0.021
1206,beauftragter,1,0.021
1207,finanzgebaren,1,0.021
1208,annähernd,1,0.021
1209,notwendigen,1,0.021
1210,lachhafte,1,0.021
1211,beschreibung,1,0.021
1212,festgestellt,1,0.021
1213,abgese-,1,0.021
1214,worden.«,1,0.021
1215,fentlichen,1,0.021
1216,hand,1,0.021
1217,erhebliche,1,0.021
1218,zuschüsse,1,0.021
1219,äußert,1,0.021
1220,entrüstet,1,0.021
1221,ergebnissen,1,0.021
1222,prüfauftrags,1,0.021
1223,z.t,1,0.021
1224,canisi-,1,0.021
1225,uskolleg,1,0.021
1226,mitwisserschaft,1,0.021
1227,holsts,1,0.021
1228,interessiert,1,0.021
1229,rückforderungen,1,0.021
1230,öf-,1,0.021
1231,ausschließlich,1,0.021
1232,beweisen,1,0.021
1233,»bereinigt«,1,0.021
1234,3.02,1,0.021
1235,versendet,1,0.021
1236,aufdeckung,1,0.021
1237,fi-,1,0.021
1238,mexikanisches,1,0.021
1239,jesu,1,0.021
1240,inkardinieren.«,1,0.021
1241,tober,1,0.021
1242,geschwei-,1,0.021
1243,ge,1,0.021
1244,bereinigen,1,0.021
1245,betriebene,1,0.021
1246,angemessen,1,0.021
1247,getroffen,1,0.021
1248,auszug,1,0.021
1249,protokolls,1,0.021
1250,»dann,1,0.021
1251,endgültig.«,1,0.021
1252,hiermit,1,0.021
1253,erkläre,1,0.021
1254,gesellschaft,1,0.021
1255,5,1,0.021
1256,7.04.1995,1,0.021
1257,»bischof,1,0.021
1258,weiß,1,0.021
1259,entscheidung,1,0.021
1260,wider,1,0.021
1261,bes-,1,0.021
1262,seren,1,0.021
1263,»es,1,0.021
1264,machenschaften,1,0.021
1265,stattgefunden,1,0.021
1266,habe.«,1,0.021
1267,aktenvermerk,1,0.021
1268,24.01.1994,1,0.021
1269,provinzkonsults,1,0.021
1270,jesui-,1,0.021
1271,verwendungsnachweise,1,0.021
1272,nötig,1,0.021
1273,klar,1,0.021
1274,lle,1,0.021
1275,verantwor-,1,0.021
1276,tungsbereich,1,0.021
1277,berlin,1,0.021
1278,durchgeführt,1,0.021
1279,gefördert,1,0.021
1280,außen,1,0.021
1281,dringen,1,0.021
1282,kirchenrechtlich,1,0.021
1283,projekte,1,0.021
1284,geflossen,1,0.021
1285,diesbe-,1,0.021
1286,zügliche,1,0.021
1287,spür-,1,0.021
1288,bare,1,0.021
1289,kommt,1,0.021
1290,stel-,1,0.021
1291,lungnahme,1,0.021
1292,erteilten,1,0.021
1293,prüfauftrag,1,0.021
1294,zutage,1,0.021
1295,sei].«,1,0.021
1296,fungiert,1,0.021
1297,hilfspfarrer,1,0.021
1298,ie,1,0.021
1299,trelle,1,0.021
1300,vatikans,1,0.021
1301,angeordnete,1,0.021
1302,basierten,1,0.021
1303,ordens,1,0.021
1304,zurückrufen,1,0.021
1305,verleumdung,1,0.021
1306,bezog,1,0.021
1307,canisiuskol-,1,0.021
1308,leg,1,0.021
1309,abschlussbericht,1,0.021
1310,ursprüngliche,1,0.021
1311,jurisdiktion,1,0.021
1312,ok-,1,0.021
1313,verwaltung,1,0.021
1314,pfarrge-,1,0.021
1315,meinde,1,0.021
1316,15.04.1994,1,0.021
1317,einver-,1,0.021
1318,innerhalb,1,0.021
1319,communis,1,0.021
1320,dekanats,1,0.021
1321,vorliegenden,1,0.021
1322,überraschende,1,0.021
1323,wendung,1,0.021
1324,deutet,1,0.021
1325,5.04.1994,1,0.021
1326,»daß,1,0.021
1327,-,1,0.021
1328,obwohl,1,0.021
1329,persönlichen,1,0.021
1330,nommen,1,0.021
1331,kirchenrechtli-,1,0.021
1332,che,1,0.021
1333,eindringlich,1,0.021
1334,künftig,1,0.021
1335,erfahrung,1,0.021
1336,bringen,1,0.021
1337,strategie,1,0.021
1338,leichtes,1,0.021
1339,spiel,1,0.021
1340,da-,1,0.021
1341,versetzungen,1,0.021
1342,blieben,1,0.021
1343,übergrif-,1,0.021
1344,fe,1,0.021
1345,fern-,1,0.021
1346,ausgegangen,1,0.021
1347,selbstverständlich,1,0.021
1348,infor-,1,0.021
1349,miert,1,0.021
1350,kommunikation,1,0.021
1351,würdigung,1,0.021
1352,offizials,1,0.021
1353,schlag,1,0.021
1354,wort,1,0.021
1355,verantwortungsträgern,1,0.021
1356,bis-,1,0.021
1357,tums,1,0.021
1358,fortsetzung,1,0.021
1359,rekurs,1,0.021
1360,kanonische,1,0.021
1361,löst,1,0.021
1362,fast,1,0.021
1363,zynisch,1,0.021
1364,anmutenden,1,0.021
1365,kinderta-,1,0.021
1366,gesstätte,1,0.021
1367,tun«,1,0.021
1368,1994,1,0.021
1369,95,1,0.021
1370,»fallen,1,0.021
1371,lassen«,1,0.021
1372,vollständig,1,0.021
1373,orden,1,0.021
1374,ausgetreten,1,0.021
1375,mitwissern,1,0.021
1376,nachfolger,1,0.021
1377,erlegt,1,0.021
1378,»ich,1,0.021
1379,bestreben,1,0.021
1380,zugrunde,1,0.021
1381,»etwas,1,0.021
1382,gutes,1,0.021
1383,weggang,1,0.021
1384,waren.«,1,0.021
1385,nachgefragt,1,0.021
1386,andeutungen,1,0.021
1387,ungefähren,1,0.021
1388,euphemisti-,1,0.021
1389,schen,1,0.021
1390,schweigens,1,0.021
1391,schluss,1,0.021
1392,nahe,1,0.021
1393,besonderes,1,0.021
1394,vielfalt,1,0.021
1395,ausgeübten,1,0.021
1396,schweigen,1,0.021
1397,klaren,1,0.021
1398,worte,1,0.021
1399,übersetzung,1,0.021
1400,betreiben«,1,0.021
1401,erinnert,1,0.021
1402,explizites,1,0.021
1403,diesbezügliches,1,0.021
1404,nachgewiesen,1,0.021
1405,»neuanfängen«,1,0.021
1406,gegeben«,1,0.021
1407,mitglied,1,0.021
1408,merkt,1,0.021
1409,25.10.1993,1,0.021
1410,späteren,1,0.021
1411,beschränkt,1,0.021
1412,8.11.1993,1,0.021
1413,spanischsprachige,1,0.021
1414,deutsche,1,0.021
1415,jugendseelsorge,1,0.021
1416,dekanat,1,0.021
1417,ist«,1,0.021
1418,30.07.1992,1,0.021
1419,dele-,1,0.021
1420,giert,1,0.021
1421,volles,1,0.021
1422,ordens-,1,0.021
1423,»pastorale,1,0.021
1424,muster«,1,0.021
1425,mag,1,0.021
1426,verständlich,1,0.021
1427,schutz,1,0.021
1428,auffallend,1,0.021
1429,transparent,1,0.021
1430,falle,1,0.021
1431,nachweisen,1,0.021
1432,entsteht,1,0.021
1433,eindruck,1,0.021
1434,eingesprungen,1,0.021
1435,mitbruders,1,0.021
1436,aufforderte,1,0.021
1437,eidesstattliche,1,0.021
1438,unterschreiben,1,0.021
1439,nachgewiesene,1,0.021
1440,sexualisierter,1,0.021
1441,anliegen,1,0.021
1442,belasten,1,0.021
1443,aussagen,1,0.021
1444,unmissver-,1,0.021
1445,ständlicher,1,0.021
1446,diktion,1,0.021
1447,wieder-,1,0.021
1448,holen,1,0.021
1449,besonders,1,0.021
1450,bedenklich,1,0.021
1451,neuerer,1,0.021
1452,gesche-,1,0.021
1453,gewordener,1,0.021
1454,kritisieren,1,0.021
1455,pastoraler,1,0.021
1456,entspricht,1,0.021
1457,vorgangsweise,1,0.021
1458,berichten,1,0.021
1459,schuldig,1,0.021
1460,man-,1,0.021
1461,gelnde,1,0.021
1462,anwesenheit,1,0.021
1463,angefügt,1,0.021
1464,kopie,1,0.021
1465,9.12.2010,1,0.021
1466,aussetzen,1,0.021
1467,17.12.2010,1,0.021
1468,falls,1,0.021
1469,hil-,1,0.021
1470,desheim,1,0.021
1471,fenbar,1,0.021
1472,wiederholen,1,0.021
1473,ei-,1,0.021
1474,»fahrlässigen,1,0.021
1475,gerichtsbarkeit«,1,0.021
1476,unterstellung,1,0.021
1477,mangelnden,1,0.021
1478,zieht,1,0.021
1479,naiv,1,0.021
1480,zahlreichen,1,0.021
1481,verantwortungslos,1,0.021
1482,gehende,1,0.021
1483,psychische,1,0.021
1484,nimmt,1,0.021
1485,handlungspraxis,1,0.021
1486,of-,1,0.021
1487,deklarieren,1,0.021
1488,gelegten,1,0.021
1489,ansprechpartner,1,0.021
1490,zugrundeliegende,1,0.021
1491,annahme,1,0.021
1492,missbrauchstäter,1,0.021
1493,gespräche,1,0.021
1494,»gebessert«,1,0.021
1495,womit,1,0.021
1496,zuerkennung,1,0.021
1497,mitgliedschaft,1,0.021
1498,einhergeht,1,0.021
1499,betont,1,0.021
1500,»dass,1,0.021
1501,ausgesetzten,1,0.021
1502,mädchens,1,0.021
1503,derjenigen,1,0.021
1504,vorsteht,1,0.021
1505,aktivitäten,1,0.021
1506,einverständnis,1,0.021
1507,dechanten,1,0.021
1508,tag,1,0.021
1509,hebt,1,0.021
1510,offiziell,1,0.021
1511,zen,1,0.021
1512,geschilderten,1,0.021
1513,sequenzen,1,0.021
1514,nachdrücklich,1,0.021
1515,aufge-,1,0.021
1516,fordert,1,0.021
1517,konveniats,1,0.021
1518,»jugendarbeit,1,0.021
1519,geschahen,1,0.021
1520,abschluss,1,0.021
1521,administratives,1,0.021
1522,kirchli-,1,0.021
1523,ches,1,0.021
1524,endet,1,0.021
1525,geldstrafe,1,0.021
1526,konsequen-,1,0.021
1527,öffentlicht,1,0.021
1528,fandest,1,0.021
1529,weit,1,0.021
1530,gegangen,1,0.021
1531,nein,1,0.021
1532,angefangen,1,0.021
1533,bestimmt,1,0.021
1534,gekreist,1,0.021
1535,los.«,1,0.021
1536,mutige,1,0.021
1537,löste,1,0.021
1538,reihe,1,0.021
1539,leugnet,1,0.021
1540,übergeben,1,0.021
1541,3,1,0.021
1542,verlesen,1,0.021
1543,keineswegs,1,0.021
1544,bezogen,1,0.021
1545,ganze,1,0.021
1546,pubertären,1,0.021
1547,»normale«,1,0.021
1548,um-,1,0.021
1549,missbrauchsopfer,1,0.021
1550,lawine,1,0.021
1551,korrigiert,1,0.021
1552,armungen,1,0.021
1553,unangenehm,1,0.021
1554,empfindet,1,0.021
1555,vertreter,1,0.021
1556,gesprächsvermerk,1,0.021
1557,ersten,1,0.021
1558,dungen,1,0.021
1559,zitiert,1,0.021
1560,vorgeworfenen,1,0.021
1561,geleugnet,1,0.021
1562,verlangte,1,0.021
1563,unterzeichnung,1,0.021
1564,eidesstattlichen,1,0.021
1565,umgesetzt,1,0.021
1566,annahmen,1,0.021
1567,verlängerung,1,0.021
1568,beauftragung,1,0.021
1569,zustimmen«,1,0.021
1570,unterschrieben,1,0.021
1571,12.06.1992,1,0.021
1572,bemerkung,1,0.021
1573,beurteilung,1,0.021
1574,29.05.1992,1,0.021
1575,ziert,1,0.021
1576,deutlich,1,0.021
1577,august,1,0.021
1578,darstellung,1,0.021
1579,stunden,1,0.021
1580,religionsunterricht,1,0.021
1581,teile,1,0.021
1582,»ei-,1,0.021
1583,misstrauen,1,0.021
1584,mangelnde,1,0.021
1585,anliegens,1,0.021
1586,kontext,1,0.021
1587,begegnungen,1,0.021
1588,gut,1,0.021
1589,flecken,1,0.021
1590,kommuni-,1,0.021
1591,ieser,1,0.021
1592,wolle,1,0.021
1593,sorgen,1,0.021
1594,ton,1,0.021
1595,praktikantin,1,0.021
1596,bekomme,1,0.021
1597,kommuniziert,1,0.021
1598,höfers,1,0.021
1599,»vorgängen«,1,0.021
1600,»in,1,0.021
1601,groben,1,0.021
1602,zügen«,1,0.021
1603,behauptet,1,0.021
1604,»straf-,1,0.021
1605,maximal,1,0.021
1606,verwalter,1,0.021
1607,rechtlich,1,0.021
1608,angezeigt,1,0.021
1609,übrigen,1,0.021
1610,»seit,1,0.021
1611,unterschiedliche,1,0.021
1612,sind.«,1,0.021
1613,beigefügten,1,0.021
1614,kryptisch,1,0.021
1615,sprechpartners,1,0.021
1616,vorstellt,1,0.021
1617,gefiltert,1,0.021
1618,blinde,1,0.021
1619,verklausuliert,1,0.021
1620,wechselseitige,1,0.021
1621,versuch,1,0.021
1622,verantwortung,1,0.021
1623,nteressant,1,0.021
1624,oben,1,0.021
1625,erwähnten,1,0.021
1626,1.08.1989,1,0.021
1627,mitteilt,1,0.021
1628,bemühen,1,0.021
1629,bischöflichen,1,0.021
1630,generalvikariats«,1,0.021
1631,anlässlich,1,0.021
1632,nachlässige,1,0.021
1633,nachzufragen,1,0.021
1634,ähnliche,1,0.021
1635,weiterführung,1,0.021
1636,jugendseelsorger,1,0.021
1637,ausgeschlossen,1,0.021
1638,begleiten«,1,0.021
1639,kom-,1,0.021
1640,mentarlos,1,0.021
1641,erfüllen,1,0.021
1642,versäumnissen,1,0.021
1643,abzulenken,1,0.021
1644,det,1,0.021
1645,ermittlungsergebnissen,1,0.021
1646,nachfragen,1,0.021
1647,exklaustrati-,1,0.021
1648,ersucht,1,0.021
1649,gymnasium,1,0.021
1650,erteilen,1,0.021
1651,dürfe,1,0.021
1652,setzung,1,0.021
1653,reagiert,1,0.021
1654,eindeutiger,1,0.021
1655,angedeutet,1,0.021
1656,interpretation,1,0.021
1657,fakten,1,0.021
1658,unter-,1,0.021
1659,halte,1,0.021
1660,6.07.1989,1,0.021
1661,kinder-,1,0.021
1662,canisius-,1,0.021
1663,amtes,1,0.021
1664,verantwortlich,1,0.021
1665,pastoralen,1,0.021
1666,bereichen,1,0.021
1667,ausgenommen,1,0.021
1668,durchaus,1,0.021
1669,befürworten«,1,0.021
1670,prälat,1,0.021
1671,1.08,1,0.021
1672,jeweils,1,0.021
1673,institution,1,0.021
1674,zuzuschieben,1,0.021
1675,scheint,1,0.021
1676,primär,1,0.021
1677,zweck,1,0.021
1678,un-,1,0.021
1679,»pater,1,0.021
1680,mentor,1,0.021
1681,wahl,1,0.021
1682,zuzuweisen,1,0.021
1683,vorausset-,1,0.021
1684,»regelmäßig,1,0.021
1685,per-,1,0.021
1686,sonalabteilung,1,0.021
1687,erneutes,1,0.021
1688,spräch,1,0.021
1689,öffentlichen,1,0.021
1690,aufmerksamkeit,1,0.021
1691,sofortige,1,0.021
1692,ordnete,1,0.021
1693,minuten,1,0.021
1694,gedauert,1,0.021
1695,empfehlung,1,0.021
1696,aufhebung,1,0.021
1697,drohten,1,0.021
1698,neut,1,0.021
1699,übergriffig,1,0.021
1700,verschlechtert,1,0.021
1701,weisen,1,0.021
1702,geplanten,1,0.021
1703,mail,1,0.021
1704,aufzunehmen,1,0.021
1705,chenrechtliche,1,0.021
1706,mer,1,0.021
1707,einzelt,1,0.021
1708,bat,1,0.021
1709,möge,1,0.021
1710,eigene,1,0.021
1711,kolleg,1,0.021
1712,pfarrhaus,1,0.021
1713,unzugäng-,1,0.021
1714,führte,1,0.021
1715,verset-,1,0.021
1716,rovinzial,1,0.021
1717,urheber,1,0.021
1718,e-,1,0.021
1719,protokolle,1,0.021
1720,ausgehändigt,1,0.021
1721,vorgehen,1,0.021
1722,sexuellem,1,0.021
1723,minderjährigen,1,0.021
1724,vorgegeben,1,0.021
1725,hilfreich,1,0.021
1726,positiv,1,0.021
1727,befördert,1,0.021
1728,emp-,1,0.021
1729,erlittene,1,0.021
1730,anerkannt,1,0.021
1731,ent-,1,0.021
1732,schuldigung,1,0.021
1733,unautorisierten,1,0.021
1734,bekommen,1,0.021
1735,treffen,1,0.021
1736,telefongespräch,1,0.021
1737,30,1,0.021
1738,nlässlich,1,0.021
1739,woraufhin,1,0.021
1740,strafversetzt,1,0.021
1741,schule,1,0.021
1742,hierfür,1,0.021
1743,einfühlsame,1,0.021
1744,viele,1,0.021
1745,fragen,1,0.021
1746,nachhinein,1,0.021
1747,überrumpelt,1,0.021
1748,unangemessen,1,0.021
1749,handy,1,0.021
1750,angerufen,1,0.021
1751,herrsche,1,0.021
1752,anvertrauen,1,0.021
1753,beschrieb,1,0.021
1754,hilflos,1,0.021
1755,untätig,1,0.021
1756,ei,1,0.021
1757,erneuten,1,0.021
1758,reger,1,0.021
1759,war-,1,0.021
1760,nungen,1,0.021
1761,erzbischofs,1,0.021
1762,groër,1,0.021
1763,erhöhte,1,0.021
1764,sensibili-,1,0.021
1765,tät,1,0.021
1766,bevölkerung,1,0.021
1767,linkisch,1,0.021
1768,ließ,1,0.021
1769,wiederholten,1,0.021
1770,schwerwie-,1,0.021
1771,genden,1,0.021
1772,ermahnte,1,0.021
1773,vermeiden,1,0.021
1774,wiederholte,1,0.021
1775,anzurufen,1,0.021
1776,fünf,1,0.021
1777,gesprächen,1,0.021
1778,wb,1,0.021
1779,mitgeschrieben,1,0.021
1780,erhob,1,0.021
1781,anspruch,1,0.021
1782,ausgefragt,1,0.021
1783,hindern,1,0.021
1784,offenge-,1,0.021
1785,auferlegte,1,0.021
1786,erfolg,1,0.021
1787,kur,1,0.021
1788,mache,1,0.021
1789,minderjährige,1,0.021
1790,bemühte,1,0.021
1791,recher-,1,0.021
1792,angestellt,1,0.021
1793,unterzeichnet,1,0.021
1794,beobach-,1,0.021
1795,ausgestanden,1,0.021
1796,ausgestanden!“,1,0.021
1797,schon,1,0.021
1798,vorsichtig,1,0.021
1799,des-,1,0.021
1800,urheberschaft,1,0.021
1801,nachfrage,1,0.021
1802,zuletzt,1,0.021
1803,hält,1,0.021
1804,verfasser,1,0.021
1805,fest,1,0.021
1806,untersuchen,1,0.021
1807,im-,1,0.021
1808,empfunden,1,0.021
1809,termin,1,0.021
1810,zumachen,1,0.021
1811,inhaltliches,1,0.021
1812,verwickelt,1,0.021
1813,notiz,1,0.021
1814,kürzel,1,0.021
1815,leitete,1,0.021
1816,erkenn-,1,0.021
1817,baren,1,0.021
1818,meldete,1,0.021
1819,anschließenden,1,0.021
1820,verbringung,1,0.021
1821,inkardinationsdiözese,1,0.021
1822,heutigen,1,0.021
1823,ändert,1,0.021
1824,geeigneten,1,0.021
1825,aufklärungsmaßnahmen,1,0.021
1826,insbesondere,1,0.021
1827,möglichen,1,0.021
1828,gebotene,1,0.021
1829,rotz,1,0.021
1830,anschuldigungen,1,0.021
1831,andeutung,1,0.021
1832,ohren,1,0.021
1833,abwarten,1,0.021
1834,anwaltschaft,1,0.021
1835,lediglich,1,0.021
1836,beleidigung,1,0.021
1837,eingestuft,1,0.021
1838,bedeute,1,0.021
1839,ursachen,1,0.021
1840,ergründen,1,0.021
1841,seelsorge,1,0.021
1842,mögliche,1,0.021
1843,kirchen-,1,0.021
1844,befragten,1,0.021
1845,mitbrü-,1,0.021
1846,dern,1,0.021
1847,bedeutung,1,0.021
1848,ordinariat,1,0.021
1849,informa-,1,0.021
1850,tionen,1,0.021
1851,aufklärungs-)maßnahmen,1,0.021
1852,betroffenheit,1,0.021
1853,mit-,1,0.021
1854,gefühl,1,0.021
1855,21.05.2007,1,0.021
1856,seel-,1,0.021
1857,promemoria,1,0.021
1858,gestrige,1,0.021
1859,klüger,1,0.021
1860,brüderlicher,1,0.021
1861,liebe,1,0.021
1862,versterbens,1,0.021
1863,daher,1,0.021
1864,schreibe,1,0.021
1865,vertratscht,1,0.021
1866,recherchen,1,0.021
1867,verdachtsfalles,1,0.021
1868,staats-,1,0.021
1869,sorge-personal,1,0.021
1870,stützte,1,0.021
1871,1960er,1,0.021
1872,untergasser,1,0.021
1873,weiterging,1,0.021
1874,dokumen-,1,0.021
1875,tiert,1,0.021
1876,hochwst,1,0.021
1877,ordinariate,1,0.021
1878,sinne,1,0.021
1879,alters,1,0.021
1880,absahen,1,0.021
1881,10.03.2008,1,0.021
1882,abschließendes,1,0.021
1883,wel-,1,0.021
1884,verfasser/die,1,0.021
1885,verfasserin,1,0.021
1886,notizen,1,0.021
1887,psy-,1,0.021
1888,chiatrie,1,0.021
1889,psychotherapie,1,0.021
1890,akute,1,0.021
1891,rückfallgefahr,1,0.021
1892,hiervon,1,0.021
1893,irrtümlicher-,1,0.021
1894,eintritts,1,0.021
1895,23.11.2007,1,0.021
1896,sitzung,1,0.021
1897,rates,1,0.021
1898,08.06.2007,1,0.021
1899,„dringende,1,0.021
1900,themen“,1,0.021
1901,festgehalten,1,0.021
1902,facharzt,1,0.021
1903,erstatte,1,0.021
1904,dezember,1,0.021
1905,assenmacher,1,0.021
1906,„wg,1,0.021
1907,prognose,1,0.021
1908,zukünftig,1,0.021
1909,einsatzes,1,0.021
1910,erstellen“,1,0.021
1911,„ermächtigt“,1,0.021
1912,pass,1,0.021
1913,zuständige,1,0.021
1914,vorsicht,1,0.021
1915,cfr,1,0.021
1916,stammt,1,0.021
1917,„bischof,1,0.021
1918,anm,1,0.021
1919,beruf,1,0.021
1920,„lehrer“,1,0.021
1921,anzugeben,1,0.021
1922,wei-,1,0.021
1923,tere,1,0.021
1924,sef,1,0.021
1925,aufgefordert,1,0.021
1926,kontaktiert,1,0.021
1927,„bitte,1,0.021
1928,prüfen,1,0.021
1929,anhand,1,0.021
1930,inhalt,1,0.021
1931,„wir,1,0.021
1932,ungutes,1,0.021
1933,gerede,1,0.021
1934,aufkam,1,0.021
1935,eindeutig,1,0.021
1936,sodass,1,0.021
1937,gutachter,1,0.021
1938,gehen,1,0.021
1939,verantwortungsträger,1,0.021
1940,verfasste,1,0.021
1941,bürokraft,1,0.021
1942,abteilung,1,0.021
1943,geredet,1,0.021
1944,…].“,1,0.021
1945,grundschule,1,0.021
1946,unterrichtete,1,0.021
1947,betreute,1,0.021
1948,verzichtete,1,0.021
1949,bistums-,1,0.021
1950,vorge-,1,0.021
1951,dersetzung,1,0.021
1952,anknüpfende,1,0.021
1953,personal-,1,0.021
1954,ortsverzeichnis,1,0.021
1955,ruhestandsversetzung,1,0.021
1956,2000er,1,0.021
1957,verschiedenen,1,0.021
1958,pfarreien,1,0.021
1959,kurze,1,0.021
1960,konfrontierte,1,0.021
1961,eugen,1,0.021
1962,dorf,1,0.021
1963,chem,1,0.021
1964,langwierige,1,0.021
1965,bistumsinterne,1,0.021
1966,auseinan-,1,0.021
1967,1970er,1,0.021
1968,religionsunterreicht,1,0.021
1969,entbunden,1,0.021
1970,damals,1,0.021
1971,ermahnung,1,0.021
1972,generalvikars,1,0.021
1973,kurz,1,0.021
1974,klage,1,0.021
1975,folglosen,1,0.021
1976,versuchen,1,0.021
1977,geeignete,1,0.021
1978,gabe,1,0.021
1979,übertragen,1,0.021
1980,kapuzinerkloster,1,0.021
1981,brixen,1,0.021
1982,untergebracht,1,0.021
1983,07.10.2016,1,0.021
1984,angehört,1,0.021
1985,gleichen,1,0.021
1986,ur,1,0.021
1987,beurlaubt,1,0.021
1988,kirchliches,1,0.021
1989,chenrechtlichen,1,0.021
1990,vereinzelt,1,0.021
1991,drohte,1,0.021
1992,anhal-,1,0.021
1993,ab,1,0.021
1994,dinge,1,0.021
1995,darzustel-,1,0.021
1996,len,1,0.021
1997,schule/hochschule,1,0.021
1998,veran-,1,0.021
1999,legte,1,0.021
2000,kooperatorenbericht,1,0.021
2001,ande-,1,0.021
2002,tender,1,0.021
2003,laisierung,1,0.021
2004,gewünschte,1,0.021
2005,pensionsansprüche,1,0.021
2006,2010er,1,0.021
2007,verjäh­,1,0.021
2008,rung,1,0.021
2009,verfolgte,1,0.021
2010,kon­,1,0.021
2011,gregation,1,0.021
2012,bestrafte,1,0.021
2013,ausschliess,1,0.021
2014,zweiten,1,0.021
2015,stattfinden,1,0.021
2016,präventionsschulung,1,0.021
2017,ange-,1,0.021
2018,regt,1,0.021
2019,katholischen,1,0.021
2020,ür,1,0.021
2021,straftatbestand,1,0.021
2022,hob,1,0.021
2023,as,1,0.021
2024,rechtsabteilung,1,0.021
2025,schließt,1,0.021
2026,arbeitsrechtliche,1,0.021
2027,erwägung,1,0.021
2028,lasste,1,0.021
2029,berichtenden,1,0.021
2030,schülerin,1,0.021
